egp_id,content,category,level,chinese_human_name,examples,trigger_lemmas,chinese_doc,core_rules,keywords,common_errors
GG-A2-063,Guideword: USE: EVENTS IN PROGRESS. CanDo: Can use the present continuous with an increasing range of verbs to talk about situations and events in progress.,SuperCategory: PRESENT. SubCategory: present continuous,A2,现在进行时：描述正在进行的动作和事件,"I am watching a swimming competition.、I'm selling an English book. It's called ""English II"".、It's June and it's getting warmer.",watching、selling、getting warmer,,,"现在进行时,动词-ing,正在进行,动态事件,时间状语",
GG-A2-064,Guideword: USE: TEMPORARY SITUATIONS. CanDo: Can use the present continuous with a limited range of verbs to talk about temporary situations.,SuperCategory: PRESENT. SubCategory: present continuous,A2,现在进行时：描述临时性状况,[talking about a temporary situation] I'm living with my friend in Wolverhampton. I'm studying at Wolverhampton College.、My mother is working today so my older brother can bring us to the sports centre.,living with、working today、studying at、staying for,,,"现在进行时,临时性状况,动词-ing形式,时间状语,短期安排",
GG-A2-065,"Guideword: FORM: QUESTIONS. CanDo: Can use 'wh-' questions, especially in the context of letters and emails.",SuperCategory: PRESENT. SubCategory: present continuous,A2,现在进行时疑问句：wh-疑问词在书信邮件中的应用,"Dear Mom, How are you doing?、What are you bringing with you?",how are you、what are you、where are you、why are you,,,"现在进行时,wh-疑问词,动词-ing形式,书信邮件,疑问句型",
GG-A2-066,"Guideword: FORM/USE: WITH ADVERBS OF INDEFINITE FREQUENCY. CanDo: Can use the present continuous with a limited range of adverbs of indefinite frequency, often to talk about surprising or undesirable situations or events (especially with 'always').",SuperCategory: PRESENT. SubCategory: present continuous,A2,现在进行时与不定频率副词搭配：表达惊讶或不满,I'm always dreaming about a job as a secretary.、You are always losing things.、She is always smiling.,always、constantly、forever,,,"现在进行时,不定频率副词,always,情感表达,动词-ing形式",
GG-A2-067,Guideword: FORM: AFFIRMATIVE. CanDo: Can use the affirmative form with an increasing range of regular and irregular verbs.,SuperCategory: PRESENT. SubCategory: present simple,A2,一般现在时肯定句：规则与不规则动词的肯定形式,"They are very important to me, because they bring me good luck.、I hope you can come next time.、The journey takes about half an hour from Paris.",every day、usually、often、sometimes、always、never,,,"一般现在时,肯定句,第三人称单数,规则动词,不规则动词,动词变化,习惯描述",
GG-A2-068,Guideword: FORM/USE: REAL AND IMAGINED SITUATIONS AFTER 'IF'. CanDo: Can use the present simple after 'if' to talk about real and imagined situations.,SuperCategory: PRESENT. SubCategory: present simple,A2,条件句中的一般现在时：if引导的真实与想象情况,"If you want some help, I will be free next week.、If you go with your parents, you will go walking or swimming, but if you go with friends, you will have more fun.、Don't forget to wear colourful clothes because if you wear white clothes, you will get paint on them.、[talking about a toothbrush] It is very important for me because if I don't have it, I can't clean my teeth.",if you want、if you go、if i have、because if,,,"if,一般现在时,条件句,真实情况,想象情况,will",
GG-A2-069,Guideword: FORM: WITH ADVERBS OF INDEFINITE FREQUENCY. CanDo: Can use the present simple with adverbs of indefinite frequency.    ► adverbs,SuperCategory: PRESENT. SubCategory: present simple,A2,一般现在时与不定频率副词搭配使用,People usually try to eat their breakfast between 7 and 9 am.、They always make special things for their celebrations.,usually try、always make、often go、sometimes eat,,,"一般现在时,不定频率副词,习惯性动作,词序规则,频率表达",
GG-A2-070,Guideword: FORM: QUESTIONS. CanDo: Can use 'yes/no' and 'wh-' question forms with 'you'.,SuperCategory: PRESENT. SubCategory: present simple,A2,一般现在时疑问句：与'you'搭配的yes/no和wh-问句,Do you have a mobile phone?、Do you know we are going to have a concert at school?、What do you think about my mobile phone?、Who do you want to come to the concert?,do you have、do you know、what do you think、who do you want,,,"一般现在时,疑问句,you,do,动词原形,wh-疑问词,yes/no问句",
GG-A2-071,Guideword: FORM: NEGATIVE. CanDo: Can use the negative form with an increasing range of regular and irregular verbs.,SuperCategory: PRESENT. SubCategory: present simple,A2,一般现在时否定形式：don't/doesn't + 动词原形,I don't need the video because I've got the DVD.、You don't bring anything because it's the first day.、It doesn't cost very much.,don't need、don't bring、doesn't cost、doesn't like,,,"一般现在时,否定形式,don't,doesn't,动词原形,第三人称单数,习惯性动作",
GG-A2-072,"Guideword: USE: MENTAL PROCESS VERBS. CanDo: Can use the present simple with a limited range of mental process verbs including 'think', 'hope', 'know'.",SuperCategory: PRESENT. SubCategory: present simple,A2,现在简单时态：心理过程动词think/hope/know的用法,I think my bag is in your kitchen.、I hope that you feel better.、Do you know  that I am going to a concert on Saturday.,think、hope、know、i think、i hope、do you know,,,"现在简单时态,心理过程动词,think,hope,know,状态动词,that从句",
GG-A2-073,"Guideword: USE: SUGGESTIONS. CanDo: Can use the present simple with 'why don't you…?', 'Why don’t we…?' and 'if you want or if you like' to make suggestions.",SuperCategory: PRESENT. SubCategory: present simple,A2,一般现在时用于建议：Why don't you/we...? 和 if you want/like,"Why don't you wear your black suit?、Why don’t we go to a disco when the film ends?、We could have dinner after that if you want.、We can go there, if you like.",why don't you、why don't we、if you want、if you like,,,"一般现在时,建议表达,Why don't you,Why don't we,if you want,if you like",
GG-A2-074,Guideword: USE: INSTRUCTIONS AND DIRECTIONS. CanDo: Can use the present simple to give instructions and directions.,SuperCategory: PRESENT. SubCategory: present simple,A2,一般现在时：用于指示和方向,"Then you turn right and my house is on your left.、To find my house you have to leave the bus at the station ""Unberhof"" Then you go straight on for about fifty meters.、Then you walk for a few minutes See you tomorrow.",turn right、go straight on、walk for、leave at,,,"一般现在时,指示,方向,动词原形,省略主语",
GG-A2-075,"Guideword: FORM: INDIRECT QUESTIONS. CanDo: Can form indirect questions with 'Do you know' + 'how', 'where', 'why', or 'what …?'",SuperCategory: PRESENT. SubCategory: present simple,A2,间接疑问句：Do you know + 疑问词引导的从句,Do you know how to get to my house?、Do you know which present I like best?,do you know、how、where、why、what、which,,,"间接疑问句,Do you know,疑问词,陈述句语序,礼貌询问",
GG-A2-076,Guideword: FORM: 'JUST' + PREPOSITION. CanDo: Can use 'just' to modify prepositions.,SuperCategory: PREPOSITIONS. SubCategory: prepostions,A2,副词'just'修饰介词短语：表示精确位置或强调,It's just near the cinema.、So you have to go along 3 blocks and turn on your left and just in front of you is the Cathedral and next to the Cathedral is the Zocalo.、My house is just after the library.,just near、just after、just in front of、just before,,,"just,介词短语,精确位置,强调,地点描述",
GG-A2-077,Guideword: FORM: COMPLEX. CanDo: Can use a limited range of complex prepositions.,SuperCategory: PREPOSITIONS. SubCategory: prepostions,A2,复杂介词短语：near to、such as、in front of等固定搭配,"We can meet in the park near to my house at 7.00 p.m.、I have a lot of hobbies, such as reading, singing, drawing and so on.、I will be free at 4 p.m. and we can meet each other in front of our tennis club.",near to、such as、in front of,,,"复杂介词,固定搭配,位置介词,举例介词,near to,such as,in front of",
GG-A2-078,Guideword: FORM: SIMPLE. CanDo: Can use an increasing range of simple (single-word) prepositions.,SuperCategory: PREPOSITIONS. SubCategory: prepostions,A2,"基础介词：by, like, between, before, opposite 的简单用法","Please return it by tomorrow morning.、My phone is blue like the sky.、The match was between Arsenal and Liverpool.、We have to arrive home before 7.30pm.、My house is opposite the post office.、During the party I danced, played games, ate cake and talked to everyone.",by tomorrow、like the sky、between and、before 7.30pm、opposite the post office,,,"介词,by,like,between,before,opposite,时间关系,地点关系,相似性",
GG-A2-079,Guideword: FORM: + '-ING'. CanDo: Can form prepositional phrases using the '-ing' form of verbs as complements.,SuperCategory: PREPOSITIONS. SubCategory: prepostions,A2,"介词后接动词-ing形式作宾语：by doing, for doing, about doing等",I can help by bringing the sound box and bit box I am free at friday 7:30 pm.、Thanks for replying.、I was crazy about playing tennis.,by、for、about,,,"介词,动词-ing形式,动名词,介词短语,固定搭配",
GG-A2-080,"Guideword: FORM: STRANDING. CanDo: Can end a 'wh-' question with a preposition, where the preposition is stranded from its complement.",SuperCategory: PREPOSITIONS. SubCategory: prepostions,A2,介词悬置：以介词结尾的wh-疑问句,Who are you going with?、So what are you waiting for?,wait for、talk to、look at、go with,,,"介词悬置,wh-疑问句,句末介词,非正式语法,补语分离",
GG-A2-081,Guideword: FORM: AFFIRMATIVE. CanDo: Can use the affirmative form.,SuperCategory: PAST. SubCategory: past continuous,A2,过去进行时：肯定形式,I was waiting for you all Saturday evening.、[talking about a holiday] I was swimming and sunbathing every day.、We were dancing all evening.,all evening、at that time、while、when,,,"过去进行时,was/were,动词-ing,时间状语,正在进行",
GG-A2-082,Guideword: FORM: WITH ADVERBS. CanDo: Can use the past continuous with a limited range of adverbs in the normal mid position.,SuperCategory: PAST. SubCategory: past continuous,A2,过去进行时与副词搭配：中间位置副词用法,I was just watching a football match.、[talking about wanting to get a kitten] I was always dreaming about it.,was just、were just、was always、were always,,,"过去进行时,副词中间位置,just,always,still",
GG-A2-083,Guideword: USE: BACKGROUND EVENTS. CanDo: Can use the past continuous to show that an event was happening in the background to the main event.,SuperCategory: PAST. SubCategory: past continuous,A2,过去进行时：描述背景事件,"Yesterday we were studying maths in your house, and I left my book on your bed.、It was raining when I arrived.",was raining、were studying、when、while,,,"过去进行时,背景事件,was/were,动词-ing,when/while",
GG-A2-084,Guideword: USE: EVENTS IN PROGRESS. CanDo: Can use the past continuous to talk about actions and states in progress around a particular time in the past.,SuperCategory: PAST. SubCategory: past continuous,A2,过去进行时：描述过去特定时间正在进行的动作或状态,"I went to a soccer game, they were playing the last game to get the championship.、It was raining, but the concert was so good that I did not mind.",was raining、were playing、while、at that time,,,"过去进行时,was/were,动词-ing,进行中动作,过去背景描述",
GG-A2-085,Guideword: FORM: AFFIRMATIVE. CanDo: Can use the affirmative form with an increasing range of verbs.,SuperCategory: PAST. SubCategory: past simple,A2,一般过去时肯定式：规则与不规则动词的肯定用法,"I forgot to tell you some details about tomorrow evening.、I spent about £35 on all those clothes.、[talking about a football game] I liked it very much because my favourite team won, it was great.",forgot to、spent on、liked because、yesterday、last week,,,"一般过去时,肯定式,动词过去式,不规则动词,时间状语",
GG-A2-086,Guideword: FORM: QUESTIONS. CanDo: Can use 'yes/no' and 'wh-' question forms with 'you' with a limited range of verbs.,SuperCategory: PAST. SubCategory: past simple,A2,过去时一般疑问句：'Did you...' 和 'Wh- did you...' 句型,Did you buy something yesterday?、[talking about a lost phone] Did you find it?、And when did you go shopping last?,did you、when did you、what did you、where did you,,,"过去时,一般疑问句,Did you,Wh-疑问句,动词原形",
GG-A2-087,Guideword: FORM: NEGATIVE. CanDo: Can use the negative form with a limited range of regular and irregular verbs.,SuperCategory: PAST. SubCategory: past simple,A2,一般过去时否定形式：did not/didn't + 动词原形,The player from China did not look very happy though.、You did not keep your promise.、I didn't tell you that my house is opposite the new cinema.、They didn't cost much ...、I was surprised because the heating didn't work.,did not、didn't、look happy、keep promise、tell you、cost much、work well,,,"一般过去时,否定形式,did not,didn't,动词原形,不规则动词",
GG-A2-088,Guideword: FORM: WITH 'WHEN'. CanDo: Can use 'when' + past simple in subordinate clauses.,SuperCategory: PAST. SubCategory: past simple,A2,过去时从句：when引导的时间状语从句,"When I arrived, the weather was horrible.、[talking about a missing phone] I think I left it in the kitchen when I fell on the slippery floor.",when i arrived、when she called、when it happened、when we met,,,"when,过去简单时态,时间状语从句,过去事件,动词过去式",
GG-A2-089,Guideword: FORM/USE: WITH 'YET'. CanDo: Can use the negative form with 'yet' to talk about events which are expected to be completed at some point in the future.,SuperCategory: PAST. SubCategory: present perfect simple,A2,现在完成时否定式与yet搭配：表达尚未完成但预期会完成的事件,[talking about a new mobile phone] I haven't seen it yet .、[talking about a book] It's very important because I haven't finished it yet.、I haven't seen this film yet.,haven't、hasn't、not yet,,,"现在完成时,否定式,yet,预期完成,未完成事件",
GG-A2-090,Guideword: FORM/USE: TIME WITH 'FOR'. CanDo: Can use the negative form with 'for' to talk about a past event or action which hasn't occurred again in the period of time up to now.,SuperCategory: PAST. SubCategory: present perfect simple,A2,现在完成时否定式与for连用：表示过去事件至今未再发生,I haven't eaten Italian food for a long time.、I'm sorry I haven't written for so long.、I haven't seen you for ages.,for a long time、for ages、for so long,,,"现在完成时,否定形式,for时间段,未发生动作,持续时间",
GG-A2-091,"Guideword: FORM: AFFIRMATIVE. CanDo: Can use the affirmative form 'have' + '-ed' with pronouns 'I' and 'we', and with a limited range of verbs.",SuperCategory: PAST. SubCategory: present perfect simple,A2,现在完成时肯定式：'have' + '-ed' 结构（I/we主语）,"I have seen the Eiffel Tower and many old buildings.、I like Japanese people and I've been to Japan more than three times.、We have seen the Tower of London, Big Ben, the Houses of the Parliament and of course Buckingham Palace.",have seen、have been、have visited,,,"现在完成时,肯定式,have + -ed,过去分词,个人经历",
GG-A2-092,Guideword: FORM: NEGATIVE. CanDo: Can use the negative form 'haven't' + '-ed' with 'I' with a limited range of verbs.,SuperCategory: PAST. SubCategory: present perfect simple,A2,现在完成时否定形式：I haven't + 动词过去分词,I haven't eaten Italian food for a long time.、I haven't seen you for a long time.,haven't eaten、haven't seen、for a long time,,,"现在完成时,否定形式,haven't,过去分词,时间状语",
GG-A2-093,Guideword: FORM: QUESTIONS. CanDo: Can use the question form 'have you' + '-ed' with with a limited range of verbs.,SuperCategory: PAST. SubCategory: present perfect simple,A2,现在完成时疑问句：have you + 动词过去分词,"Have you bought anything?、Hi Jools, How have you been?、Where have you been?",have you been、have you bought、have you seen、have you eaten,,,"现在完成时,疑问句,have you,动词过去分词,不规则动词",
GG-A2-094,Guideword: FORM: WITH ADVERBS. CanDo: Can use the present perfect simple with a limited range of adverbs in the normal mid position.,SuperCategory: PAST. SubCategory: present perfect simple,A2,现在完成时与副词搭配：never、just等副词的中位用法,"I have never seen a competition like that before, and I love it.、I have just seen your notice.",have never、have just、have already、have yet,,,"现在完成时,副词中位,never,just,过去分词",
GG-A2-095,Guideword: USE: EXPERIENCES. CanDo: Can use the present perfect simple to talk about experiences up to now.,SuperCategory: PAST. SubCategory: present perfect simple,A2,现在完成时：谈论至今的经历,"I've seen the British Museum.、We have visited the Coliseum and several museums.、After the film, we should go to ""The Golden Pagoda"" because I've never been there.、You know I haven't been to France before.",have been、have seen、have visited、never been,,,"现在完成时,经历,过去分词,have/has,never/ever",
GG-A2-096,"Guideword: FORM: PAST SIMPLE, AFFIRMATIVE. CanDo: Can use the past simple passive affirmative after a singular subject.",SuperCategory: PASSIVES. SubCategory: passives: form,A2,过去时被动语态肯定句：单数主语,It was built in 1880.、On Saturday morning I was invited to a sports competition.,was built、was invited、was made、was given,,,"被动语态,过去时,单数主语,was,过去分词",
GG-A2-097,"Guideword: FORM: PRESENT SIMPLE, AFFIRMATIVE. CanDo: Can use the present simple passive affirmative with a singular subject.",SuperCategory: PASSIVES. SubCategory: passives: form,A2,一般现在时被动语态肯定句：单数主语,"The group is called ""playmo"".、I bought a T-shirt, it cost £42 because it is made of cotton.",is made of、is called、is produced、is built,,,"被动语态,一般现在时,单数主语,过去分词,be动词",
GG-A2-098,Guideword: FORM/USE: WITH 'BY' TO ADD INFORMATION. CanDo: Can use the passive with 'by' to add information about something already known.,SuperCategory: PASSIVES. SubCategory: passives: form,A2,被动语态：用by补充已知信息,"It was bought by my uncle.、It's made by Sony-Ericsson, I love it …、… it was written by an excellent author, Lev Tolstoy.",made by、written by、bought by,,,"被动语态,by,执行者,过去分词,补充信息",
GG-A2-099,Guideword: FORM: WITH RELATIVE CLAUSE AS POSTMODIFIER. CanDo: Can post-modify noun phrases by using a non-defining relative clause. ► Clauses: relative,SuperCategory: NOUNS. SubCategory: noun phrases,A2,名词短语后置修饰：非限制性定语从句,"She's in a volleyball team like me, but we're not in the same one. She was for the other team, which lost.、You can always visit our Shopping Centre, which is one of the biggest in Brazil.",which、who、whose、where,,,"非限制性定语从句,关系代词,逗号分隔,补充说明,which/who",
GG-A2-100,Guideword: FORM: DETERMINER + NOUN. CanDo: Can form simple noun phrases by pre-modifying nouns with an increasing range of determiners.,SuperCategory: NOUNS. SubCategory: noun phrases,A2,名词短语基础：限定词+名词的简单构成,"There are so many shops, you can play games, eat food like Chinese food.、I had so much fun!、I spent too much money, five hundred euros, but I don’t mind because they are beautiful!、I visited a lot of museums and I went shopping.、All of our classmates were there and some of my cousins too.",many shops、much fun、a lot of museums、all of our classmates,,,"限定词,名词短语,可数名词,不可数名词,many/much区别",
GG-A2-101,Guideword: FORM: DETERMINER + UNCOUNTABLE NOUN. CanDo: Can form simple noun phrases with a limited range of determiners + uncountable nouns.,SuperCategory: NOUNS. SubCategory: noun phrases,A2,"限定词+不可数名词短语：the food, some information",The food was delicious and the music was great.、The weather was so cold.、I phoned for more information two days ago.、[talking about a book] It is very important because I need to do some homework in it.,the food、some information、more homework、any music,,,"限定词,不可数名词,名词短语,定冠词,不定数量",
GG-A2-102,Guideword: FORM: NOUN PHRASES WITH ADJECTIVES. CanDo: Can pre-modify noun phrases with a limited range of more than one adjective.,SuperCategory: NOUNS. SubCategory: noun phrases,A2,名词短语前置修饰：多个形容词的排列顺序,"I bought a beautiful pink skirt and a white top.、Lysiane is taller than me and she has short black hair.、It is a beautiful old city and there is the old wall around the city.、I left my small white bag.、Don't forget to wear old, comfortable clothes.",beautiful pink skirt、short black hair、old comfortable clothes、small white bag,,,"名词短语,形容词顺序,前置修饰,观点形容词,颜色形容词",
GG-A2-103,Guideword: FORM: WITH RELATIVE CLAUSE AS COMPLEMENT. CanDo: Can form complex noun phrases by using a defining relative clause as a complement to a noun phrase. ► Clauses: relative,SuperCategory: NOUNS. SubCategory: noun phrases,A2,名词短语：用定语从句作补语,The mobile phone which I bought yesterday is brilliant.、The person who gave me it was my father.、The last day when we can see the movie is Thursday.、I want to invite you to a pop concert that is going to take place in the National Stadium.、The music that I like is Rock & Roll.,which、who、that、when,,,"定语从句,关系词,名词短语,限定性从句,补语",
GG-A2-104,Guideword: FORM: POSSESSION WITH ''S' + NOUN. CanDo: Can use possessive determiner ''s' with a singular noun.,SuperCategory: NOUNS. SubCategory: noun phrases,A2,名词所有格：单数名词加's表示所属关系,"It's my sister's jacket.、I bought a red tie because next Sunday it will be my father's birthday.、Yesterday about 8 pm, when I was coming back home from a shop, I saw two men near my neighbour's car.",sister's、father's、neighbour's、teacher's,,,"名词所有格,单数名词,所属关系,所有格's,物主表达",
GG-A2-105,"Guideword: FORM: '-ING' FORMS, OBJECT. CanDo: Can use the '-ing' forms of verbs as nouns, in object position, to refer to activities.",SuperCategory: NOUNS. SubCategory: types,A2,动词-ing形式作名词：表示活动的动名词作宾语,"There we did a lot of things like swimming from the beach and going shopping.、I prefer dancing, but on Saturday I'd like to go to a jazz concert.、I practised windsurfing and scuba diving.",like、enjoy、prefer、practise、be good at,,,"动名词,-ing形式,宾语位置,活动指代,动词变形",
GG-A2-106,"Guideword: FORM: PLURAL '-IES'. CanDo: Can form plurals of countable nouns ending in a consonant plus '-y', by changing the 'y' to 'I' and adding '-es'.",SuperCategory: NOUNS. SubCategory: plural,A2,名词复数变化规则：辅音字母+y结尾变-ies,I have a lot of hobbies.、There were lots of activities to do.、I bought some jeans and costumes because I have a lot of parties this month.,hobbies、activities、parties、costumes,,,"复数形式,可数名词,辅音字母,y结尾,hobbies",
GG-A2-107,"Guideword: FORM: PLURAL '-ES'. CanDo: Can form plurals by adding '-es' to countable nouns ending in '-o', '-ch', '-s', '-sh', '-x' or '-z'.",SuperCategory: NOUNS. SubCategory: plural,A2,"可数名词复数形式：以-o, -ch, -s, -sh, -x, -z结尾加'-es'","The art classes after school are on Tuesdays.、Then I bought five different dresses.、You have to bring your pencil, oil paint, some paint brushes, and the teacher will give you a palette.、Usually it is meat and potatoes or special dishes.、Bring some sandwiches and drinks.、A box of Dairy milk and 2 boxes of pens.、We have to bring paintbrushes of different sizes …",classes、dresses、brushes、dishes、sandwiches,,,"复数形式,-es结尾,可数名词,发音规则,辅音结尾",
GG-A2-108,Guideword: FORM: IRREGULAR PLURAL NOUNS. CanDo: Can form some irregular plural nouns.,SuperCategory: NOUNS. SubCategory: plural,A2,不规则名词复数形式：常见不规则变化,"It was a sale and I bought some clothes for my children.、I ate fish and seafood, it was delicious.、She has black eyes, a beautiful round face and nice teeth.、The floor in the kitchen has many holes and I think there are mice.",clothes、fish、children、teeth、mice,,,"不规则名词,复数形式,单复数同形,元音变化,词尾变化",
GG-A2-109,Guideword: FORM: UNCOUNTABLE NOUNS. CanDo: Can use a limited range of uncountable nouns.,SuperCategory: NOUNS. SubCategory: uncountable,A2,不可数名词基础用法：music、weather、meat等常见词汇,"I listen to music, I watch TV and I talk to my friends.、The weather there was cold.、Come to my house at 4.30 pm so we have time to get ready.、I ate a lot of meat.、Do you have any furniture in this room?、Bring some money with you.",listen to music、a lot of meat、any furniture,,,"不可数名词,抽象概念,物质名词,量词短语,谓语动词单数",
GG-A2-110,"Guideword: FORM: NOUNS ONLY USED IN THE PLURAL. CanDo: Can use nouns that only have a plural form, with plural agreement.",SuperCategory: NOUNS. SubCategory: plural,A2,复数形式名词：只能以复数形式使用的名词,"I bought them because I feel comfortable when I am wearing these clothes.、The clothes are very cheap in this shop.、The jeans were expensive, but the other things were very cheap.、Please wear some shorts and a shirt.、I left my glasses in your house last night. I need them, because I can't see anything.",clothes、jeans、glasses、shorts,,,"复数名词,动词一致性,成对物品,集合名词,固定搭配",
GG-A2-111,Guideword: FORM: WITH 'THE'. CanDo: Can use uncountable nouns with 'the' to talk about something specific.,SuperCategory: NOUNS. SubCategory: uncountable,A2,不可数名词与定冠词'the'的特定用法,"The music is going to be loud, since it's rap.、The weather was absolutely fine.、If you can't find the information about the new art class after school, please call me.",the music、the weather、the information、the advice,,,"不可数名词,定冠词'the',特指用法,具体情境,单数动词",
GG-A2-112,"Guideword: FORM: WITH DETERMINERS, QUANTITY. CanDo: Can use uncountable nouns with a limited range of quantity words and phrases including 'some', 'any', 'a lot of', 'more'. ► Determiners: quantity",SuperCategory: NOUNS. SubCategory: uncountable,A2,"不可数名词与数量限定词搭配：some, any, a lot of, more","It's really important for me, because I need to do some homework.、Now, I haven't got any money, but I am really happy!、We have had a lot of fun.、I'm going to find more information about the new art class.",some、any、a lot of、more,,,"不可数名词,数量限定词,some,any,a lot of,more",
GG-A2-113,"Guideword: FORM: CONTAINERS, QUANTITY EXPRESSIONS. CanDo: Can refer to an individual example or quantity of an uncountable noun using words for containers and countable items.",SuperCategory: NOUNS. SubCategory: uncountable,A2,不可数名词的量化表达：容器词与数量短语,"We have to bring a bottle of water, trainers and a T-shirt or top.、You must bring with you two pencils, one rubber and a piece of paper.、I have a piece of news.、I can drink a cup of tea in a café.",bottle of、cup of、piece of、slice of,,,"不可数名词,容器词,数量短语,量化表达,of结构",
GG-A2-114,Guideword: FORM: PRONOUNS. CanDo: Can use a limited range of determiners as pronouns and indefinite pronouns in negative contexts.  ► Pronouns: quantity,SuperCategory: NEGATION. SubCategory: negation,A2,否定语境中的代词与不定代词：数量表达,"I bought a shirt, because I haven't got any.、As regards close friends, I don't have many.、Come at 5.00 pm. Don't bring anything.",haven't got any、don't have many、don't bring anything,,,"否定句,数量代词,any,many,anything",
GG-A2-115,Guideword: FORM: MODAL VERBS. CanDo: Can use negative forms of modal verbs. ► modal verbs,SuperCategory: NEGATION. SubCategory: negation,A2,"情态动词否定形式：can't, won't, shouldn't等",I'm sorry I can't come to your wedding because I am very sick.、Sorry but I won't be in town on Wednesday 17th.、You shouldn't wear formal clothes.,can't、won't、shouldn't、cannot,,,"情态动词,否定形式,can't,won't,shouldn't,动词原形,缩写",
GG-A2-116,"Guideword: FORM: 'DO', IMPERATIVES. CanDo: Can form negative imperatives of main verbs with 'don’t' + main verb. ► Clauses: imperatives",SuperCategory: NEGATION. SubCategory: negation,A2,否定祈使句：don't + 动词原形,Don't forget your electric guitar.、Don't be late.,don't forget、don't be、don't let、don't touch,,,"否定祈使句,don't,动词原形,指令表达,日常用语",
GG-A2-117,"Guideword: FORM: AUXILIARY VERBS 'BE', 'HAVE', PRESENT. CanDo: Can form negative statements of main verbs in the present continuous and present perfect with 'be' and 'have' + 'not/n't'.  ► present continuous ► present perfect",SuperCategory: NEGATION. SubCategory: negation,A2,现在进行时与现在完成时的否定形式：be/have + not/n't,"The gas is not working.、The window is broken and is not closing.、Now, I haven't got any money, but I am really happy!、I haven't tidied my room since I bought this mobile.、We have not got hot water so the water is very cold.",is not、are not、have not、has not,,,"否定句,现在进行时,现在完成时,助动词,not缩写",
GG-A2-118,"Guideword: FORM: AUXILIARY VERB 'DO', PAST. CanDo: Can form negative statements of main verbs in the past simple with 'didn’t' + main verb. ► past simple",SuperCategory: NEGATION. SubCategory: negation,A2,过去简单式否定句：didn't + 动词原形,It was very sad that you didn't come to my birthday party but it's ok.、I didn't spend a lot of money: only £143.,didn't see、didn't have、didn't go、didn't know,,,"过去简单式,否定句,didn't,动词原形,时间状语",
GG-A2-119,"Guideword: FORM: DETERMINERS 'ANY', 'MUCH', 'MANY'. CanDo: Can use determiners 'any', 'much' and 'many' with nouns in negative contexts. ► Determiners: quantity",SuperCategory: NEGATION. SubCategory: negation,A2,"否定语境中的数量限定词：any, much, many","I bought them because I didn't have any shirts or hats.、I have only spent £25 because I haven't much money.、I'm in Bilbao, and here I haven't got many things to do.",don't have any、haven't much、haven't got many、didn't see any,,,"否定句,数量限定词,any,much,many,可数名词,不可数名词",
GG-A2-120,Guideword: FORM: DETERMINERS 'NO'. CanDo: Can use determiner 'no' with nouns.  ► Determiners: quantity,SuperCategory: NEGATION. SubCategory: negation,A2,限定词'no'的用法：表示'没有',"I bought these clothes because I need them for my new job, but now I have no money because they cost £250.、I had no clothes to wear at John's party, so I went shopping yesterday.",no money、no time、no problem、no idea,,,"限定词,no,否定,数量,名词",
GG-A2-121,Guideword: FORM: 'BE' + 'SURE' + CLAUSE. CanDo: Can use 'I' + 'be' + 'sure' + clause.,SuperCategory: MODALITY. SubCategory: adjectives,A2,表达确信的句型：I + be + sure + 从句,I'm sure I can beat you at chess.、I am not sure what I want to do but I am sure we will find something to do.、I’m sure that you will love it.,i'm sure、i am sure、i'm not sure、be sure,,,"be sure,从句,确信表达,不确定表达,that省略",
GG-A2-122,Guideword: USE: PERMISSION. CanDo: Can use 'can' to give and refuse permission or talk about what is forbidden.,SuperCategory: MODALITY. SubCategory: can,A2,情态动词can：请求与拒绝许可,You can wear anything you want.、You can’t bring your mobile phone.、You cannot wear jeans or flip-flops.,can wear、can't bring、cannot wear,,,"情态动词,许可,禁止,can't,动词原形",
GG-A2-123,Guideword: FORM/USE: 'WILL BE ABLE TO'. CanDo: Can use 'will' + 'be able to' + infinitive to talk about possibility and ability.,SuperCategory: MODALITY. SubCategory: expressions with be,A2,将来能力表达：will be able to + 动词原形,"Will you be able to come this time?、[talking about contact lenses] Without them I will not be able to play football.、If you need a musical instrument, I can bring my guitar but unfortunately I won't be able to play it because I have never learned it.",will be able to、won't be able to、be able to,,,"将来时态,能力表达,be able to,动词原形,可能性",
GG-A2-124,Guideword: FORM: QUESTIONS. CanDo: Can use the question forms.,SuperCategory: MODALITY. SubCategory: have (got) to,A2,情态动词have to的疑问句形式：如何提问义务与必要性,What do you have to wear?、What do we have to bring?、Do you have to wear a skirt?、Have you got to bring a pencil?,have to、have got to、do、does、have、has,,,"have to,疑问句,义务,必要性,got to",
GG-A2-125,Guideword: FORM: NEGATIVE. CanDo: Can use the negative forms.,SuperCategory: MODALITY. SubCategory: have (got) to,A2,情态动词否定形式：don't have to 与 haven't got to,"You don't have to bring many things with you.、About the transport, you do not have to worry as my daddy can drop us at the sports centre.、We haven't got to bring anything with us.",don't have to、haven't got to、doesn't have to、hasn't got to,,,"情态动词,否定形式,don't have to,haven't got to,不必",
