egp_id,content,category,level,chinese_human_name,examples,trigger_lemmas,chinese_doc,core_rules,keywords,common_errors
GG-C1-053,Guideword: FORM/USE: 'I DARE SAY'. CanDo: Can use the fixed expression 'I dare say' to say that something is probably true.,SuperCategory: MODALITY. SubCategory: dare,C1,固定表达：I dare say,"I feel that I have a huge responsibility trying to choose only one option, but I dare say that the last option may be the best one.、I must express my concern about some facilities, like the student study centre and the canteen, which I dare say needs improvement.",i dare say、dare say、i dare say that,,,"固定表达,可能性,推测,委婉语气,that 从句",
GG-C1-054,Guideword: FORM: QUESTION. CanDo: Can use the question form.,SuperCategory: MODALITY. SubCategory: dare,C1,情态动词dare的疑问句形式：dare we/you/they...?,Dare we run the risk of even one child or adult turning to violent crime because they think it is ok?,dare we、dare you、dare they、run the risk,,,"情态动词,疑问句形式,dare,动词原形,修辞疑问",
GG-C1-055,Guideword: USE: 'HOW DARE …!'. CanDo: Can use 'how dare … !' to express disapproval or offense about something,SuperCategory: MODALITY. SubCategory: dare,C1,情态动词短语：how dare …! 表达强烈不满,How dare people say that we don't practice sport!、… how dare you say that this event was a complete failure!,how dare、dare you、dare they、dare people,,,"how dare,情态动词,表达不满,固定短语,强烈语气",
GG-C1-056,Guideword: FORM/USE: HEDGING. CanDo: Can use 'be' + 'not' + adjective + 'that-' clause to make an assertion less direct.,SuperCategory: MODALITY. SubCategory: expressions with be,C1,委婉表达：be not + 形容词 + that从句,"[talking about a town near a dump where people cannot open their windows] I am not certain that they have got used to it.、[talking about distractions while studying] It's not likely that you'll make progress.、As you can see, I'm really in favour of this plan but I'm not sure that the council has anticipated everything.",be not certain、be not sure、be not likely,,,"委婉表达,be not,形容词,that从句,间接断言",
GG-C1-057,"Guideword: USE: 'BE SET TO', ASSERTION. CanDo: Can use 'be set to' to talk about strong assertion about the future, especially in institutional contexts.",SuperCategory: MODALITY. SubCategory: expressions with be,C1,情态表达：be set to 表示对未来事件的强烈断言,"The turnover of our company is set to increase dramatically after the establishment of the e-shop, which itself requires little investment.、The population of children is set to plummet to 11.5% and that of working people also to 46.2% in 2050.",be set to、set to、is set to、are set to,,,"be set to,情态表达,强烈断言,未来预测,机构语境",
GG-C1-058,Guideword: FORM/USE: PAST NEGATIVE. CanDo: Can use 'may not have' + '-ed' to talk about possibility in the past.,SuperCategory: MODALITY. SubCategory: may,C1,情态动词may的过去否定形式：may not have + 过去分词,"The percentage of Dutch people eating a big, hot breakfast may not have been as high as of English people, but it has certainly reduced.、Apart from the income from both partners, it helps them meet other people thereby aquiring other skills they may not have obtained by staying or working from home.",may not have been、may not have obtained、may not have seen、may not have had,,,"情态动词,过去可能性,否定形式,may not have,过去分词",
GG-C1-059,Guideword: FORM/USE: 'MAY WELL'. CanDo: Can use 'may well' to give emphasis to something unexpected.,SuperCategory: MODALITY. SubCategory: may,C1,情态动词强调用法：may well,I think they may well come to an agreement on these payment problems.、In general a week's work experience is a good way for a high school student to get familiar with the world of work. It may well be that after leaving school they become our employees.,may well、it may well be that、may well not,,,"情态动词,强调用法,可能性,出人意料,may well",
GG-C1-060,"Guideword: FORM: PAST, NEGATIVE. CanDo: Can use 'might not have' + '-ed'.",SuperCategory: MODALITY. SubCategory: might,C1,情态动词might的过去否定形式：might not have + 过去分词,"First of all, not 45 but only 35 stalls were promised, meaning the disappointment you mentioned might not have been as bad as you, or whoever gave you the information, thought it was.",might not have、might not have been、might not have done,,,"情态动词,过去否定形式,不确定性推测,过去分词,复杂句式",
GG-C1-061,Guideword: USE: POSSIBILITY IN THE PAST. CanDo: Can use 'might not have' + '-ed' to talk about possibility with a past reference.,SuperCategory: MODALITY. SubCategory: might,C1,情态动词might的过去可能性表达：might not have + 过去分词,"The survey, mentioned in the local newspaper yesterday, might not have asked an accurate sample of people.、Even though things might not have gone as you expected or as you would like them to have, we have to remind you we are dealing with charity here.",might not have asked、might not have gone、might not have received,,,"情态动词,过去可能性,might not have,过去分词,推测语气",
GG-C1-062,Guideword: FORM: QUESTIONS. CanDo: Can use the question form.,SuperCategory: MODALITY. SubCategory: might,C1,情态动词might的疑问句形式：表达可能性推测的提问方式,"Could it be possible that your company sent me the wrong bill, or might it be the bill from the last person who lived in my house?、Might it not be a good idea to change the travel company you are working with next time?",might it be、might there be、might we、might it not be,,,"情态动词,疑问句,可能性推测,委婉建议,正式语气",
GG-C1-063,Guideword: USE: POLITE CRITICISM. CanDo: Can use the question form to make polite criticisms and suggestions.,SuperCategory: MODALITY. SubCategory: might,C1,情态动词might的礼貌批评与建议用法,"Last but not least, might it not be wise if you had more trips …?、Also might I suggest that we have more exiting publicity for the club?、As for the musicals running in London, might I suggest that you arrange for seats where one can both see and listen?",might i suggest、might it not be、might we consider,,,"情态动词,礼貌批评,疑问句形式,委婉建议,正式场合",
GG-C1-064,Guideword: USE: CONSOLING OR JUSTIFYING. CanDo: Can use 'might' followed by 'but' to console or justify.,SuperCategory: MODALITY. SubCategory: might,C1,情态动词might的安慰或辩解用法：might...but结构,"The argument that fashion reflects people's attitudes and behaviour might sound superficial, but on closer examination it turns out to be true.、The idea of going to work-out to keep fit might be tedious sometimes but the majority of young people are interested in taking up an activity these days.、All in all, it might not have been a huge success, but people enjoyed themselves.、You might not have been able to ""change the world"" but maybe you have made a difference to one or two people.",might sound、might be、might not have,,,"情态动词,might,but,安慰,辩解,语用功能",
GG-C1-065,"Guideword: FORM: PAST, NEGATIVE. CanDo: Can use 'needn't have' + '-ed'.",SuperCategory: MODALITY. SubCategory: need,C1,情态动词need的过去否定式：needn't have + 过去分词,"You needn't have bought me anything!、However, you needn't have bothered so much.",needn't have、needn't have bothered、needn't have worried、needn't have gone,,,"needn't have,过去分词,情态动词,过去否定式,不必要动作",
GG-C1-066,"Guideword: FORM/USE: DESIRED STATES, WITH 'THERE OUGHT TO BE'. CanDo: Can use 'there ought to be' to talk about desired states of affairs.",SuperCategory: MODALITY. SubCategory: ought,C1,情态动词ought to的用法：表达理想状态与'There ought to be'句型,"The rooms were dirty, there was no room service and there ought to be a lift since the rooms were on the 4th floor.、… we came to the conclusion that there ought to be some changes to the club’s publicity.、I think there ought to be more excursions and guided tours.",there ought to be、ought to、since、because,,,"情态动词,ought to,理想状态,there ought to be,建议表达",
GG-C1-067,"Guideword: FORM/USE: EMPHASIS, WITH 'REALLY'. CanDo: Can use 'ought to' with 'really' to add emphasis.",SuperCategory: MODALITY. SubCategory: ought,C1,情态动词强调用法：ought to与really连用,"Moreover, you really ought to ask for details about the timetable they've set for schooling hours, just to be sure that its fits the with way of studying you are accustomed to.、This is what almost everyone thinks, but we really ought to think a little bit more about it.、One really ought to know the interests, wishes and demands of the receiver.",really ought to、ought to、really,,,"ought to,really,情态动词,强调语气,义务建议",
GG-C1-068,Guideword: USE: LIKELIHOOD. CanDo: Can use 'ought to' to talk about something which is likely.,SuperCategory: MODALITY. SubCategory: ought,C1,情态动词ought to：表示可能性,"… the fundamental function of accounting software is to record the numerous ordinary business activities, which may improve the efficiency of the company. Besides, it ought to provide useful information in decision-making.、You ought not to be hungry.",ought to、ought not to、ought to have,,,"情态动词,可能性,ought to,合理推测,正式语境",
GG-C1-069,"Guideword: FORM/USE: PAST, AFFIRMATIVE. CanDo: Can use 'ought to have' + '-ed' to refer to desired states of affairs in the past.",SuperCategory: MODALITY. SubCategory: ought,C1,情态动词ought to的过去式用法：ought to have + 过去分词,"Another point, which I think ought to have been better managed, was the boat trip on the Thames.、However, the expert that I have consulted claims that this kind of polluted water is the most common consequence when placing gas stations and the government ought to have known that.、We were taken by surprise, when we didn’t get a tour guide. We ought to have booked one!",ought to have、ought to have been、ought to have known,,,"情态动词,过去式,ought to have,批评建议,正式表达",
GG-C1-070,Guideword: USE: COMMANDS AND INSTRUCTIONS. CanDo: Can use 'shall' to express commands in very formal contexts.,SuperCategory: MODALITY. SubCategory: shall,C1,情态动词shall：正式语境下的命令与指令表达,We therefore need to insist that the agreement is binding and that the contract shall be fulfilled.,shall be、shall have、shall not、it is hereby agreed that,,,"情态动词,正式命令,法律义务,合同条款,规章制度",
GG-C1-071,Guideword: FORM: NEGATIVE. CanDo: Can use the negative form.,SuperCategory: MODALITY. SubCategory: shall,C1,情态动词shall的否定形式：shall not,"This way, students shall not die of boredom or feel that their stay was useless.、Secondly, supplier contracts shall not be omitted.、This is, as I mentioned in my letter, only in the event I shall not be able to pick you up at the airport.",shall not、shan't、under no circumstances,,,"情态动词,否定形式,正式语境,禁止,义务否定",
GG-C1-072,Guideword: FORM/USE: AFTER 'IF' CLAUSES. CanDo: Can use 'should' after 'if' to talk about possible situations in the future.,SuperCategory: MODALITY. SubCategory: should,C1,条件句中的should：if...should...结构,"If you should change your mind and prefer to take a taxi, you can do it outside the airport by calling this number: 3570.、If something should happen, call 112, the local alarm number.",if something should happen、if you should need、if there should be,,,"条件句,should,if从句,未来可能,正式语气",
GG-C1-073,"Guideword: FORM/USE: INVERSION. CanDo: Can use 'should' with an inverted subject to refer to possible situations, in formal contexts.",SuperCategory: MODALITY. SubCategory: should,C1,should倒装句：正式语境中的条件假设表达,"Should you need any further information, don't hesitate to contact us.、Should you withhold any important information or documentation, this could stop any payment to you.",should you need、should there be、should anything happen、should the situation arise,,,"should倒装,正式条件句,假设表达,倒装结构,商务英语",
GG-C1-074,Guideword: FORM: QUESTIONS. CanDo: Can use the question form.,SuperCategory: MODALITY. SubCategory: used to,C1,情态动词used to的疑问句形式,[talking about a change in eating habits] What did we use to eat?,use to、did use to、used to be,,,"used to,疑问句,过去习惯,情态动词,did use to",
GG-C1-075,Guideword: USE: HABITUAL AND TYPICAL. CanDo: Can use 'will' to talk about something which is typical or habitual.,SuperCategory: MODALITY. SubCategory: will,C1,情态动词will：表示典型或习惯性行为,"The abundance of ingredients required in any recipe will result normally in a spicy but nutritious dish, a dish that will usually contain some kind of sauce made of hot pepper, tomatoes, garlic and onion, some kind of meat and also some vegetables.、She will often knock on the door to see you.、Go to lots of beautiful places that you won't usually be able to go to with a car, such as riversides.",will usually、will often、won't normally、will typically,,,"情态动词,习惯性行为,典型特征,频率副词,一般规律",
GG-C1-076,"Guideword: FORM: WITH ADVERBS. CanDo: Can use an increasing range of adverbs with 'would', including 'strongly', 'easily', 'especially', 'actually', 'absolutely', 'gladly'  ► adverbs",SuperCategory: MODALITY. SubCategory: would,C1,情态动词would与副词搭配：强化表达与修饰,"Considering the aspects of our education system, and the results of my research, I would strongly recommend the following changes to be made.、Because of her wide and excellent experience with small children I believe that Nascha would easily fit into a family with small children.",would strongly、would easily、would especially、would absolutely,,,"情态动词,副词修饰,would strongly,词序规则,C1级别语法",
GG-C1-077,Guideword: FORM/USE: RESPONSE TOKENS. CanDo: Can use 'not necessarily' as a short response.,SuperCategory: MODALITY. SubCategory: adverbs,C1,副词短语短回应：not necessarily,"Presents. Strips, bows, paper-wrapping. Thinking of Christmas? Not necessarily.",not necessarily、short response、adverb phrase,,,"not necessarily,短回应,副词短语,不一定,委婉否定",
GG-C1-078,"Guideword: FORM/USE: 'NOT NECESSARILY'. CanDo: Can use 'not necessarily' to express a possible exception to a general perception, i.e. not in every case.",SuperCategory: MODALITY. SubCategory: adverbs,C1,副词短语：not necessarily（不一定）,"As a conclusion, I want to say that while what we wear doesn't necessarily define who we are, it does play a big part in it.、This is not necessarily the way the older generation would see it though.",not necessarily、does not necessarily、is not necessarily、are not necessarily,,,"not necessarily,副词短语,例外表达,非必然性,精确否定",
GG-C1-079,Guideword: USE: CRITICISM. CanDo: Can use 'could have' + '-ed' form to express disapproval or criticism.,SuperCategory: MODALITY. SubCategory: could,C1,情态动词could的批评用法：could have + 过去分词,"Since your travel company chose a hotel that far from the city, I think that you could have arranged entertainment at the hotel.、… for the money they had paid, you could have given them a better service (hotel, restaurant and evening entertainment).",could have、criticism、disapproval、past participle,,,"could have,过去分词,批评,责备,未发生行为",
GG-C1-080,Guideword: USE: EXPECTATIONS WITH 'MIGHT' OR 'MAY'. CanDo: Can use the future continuous with 'might' or 'may' to talk about an event or activity potentially in progress at a specified or understood time in the future.,SuperCategory: FUTURE. SubCategory: future continuous,C1,将来进行时与情态动词 'might' 或 'may' 的搭配：表达未来可能正在进行的动作,"As far as I'm concerned, we should definitely do some additional publicity, particularly for the new offerings which might be coming up.、For example, your boss may be calling at 10 pm asking you to prepare a report for next day's meeting.",might be、may be、coming up、calling,,,"将来进行时,情态动词,可能性,进行状态,时间状语",
GG-C1-081,Guideword: FORM: WITH ADVERBS. CanDo: Can use the future perfect with adverbs (in the normal mid-position).,SuperCategory: FUTURE. SubCategory: future perfect simple,C1,将来完成时与副词搭配：will have done + 副词,"If you have ever read a fairytale by Hans Christian Andersen you will surely have discovered why this man is so famous worldwide.、However, sales will possibly have fallen to 5000 units again by the end of the year.",will possibly have、will surely have、will probably have、by the end of,,,"将来完成时,副词,中位位置,by短语,时间从句",
GG-C1-082,"Guideword: USE: ASSUMPTIONS. CanDo: Can use the future perfect simple with 'will' to make assumptions about the present, particularly with 'you'.",SuperCategory: FUTURE. SubCategory: future perfect simple,C1,将来完成时简单式：用will have done表示对现在的推测,"As you will have heard, this year's work experience programme in Britain was in general a success.、All of this is because her book will have included the cultural traditions that go with the dishes.",as you will have、by now you will have、will have included、will have heard,,,"将来完成时,推测用法,will have done,合理假设,现在指向",
GG-C1-083,"Guideword: USE: POLITENESS. CanDo: Can use the future perfect simple with 'will' as a politeness strategy, often in formal contexts.",SuperCategory: FUTURE. SubCategory: future perfect simple,C1,将来完成时作为礼貌策略：will have + 过去分词,[from a formal letter] I hope I will have reassured you.,i hope i will have、we trust that we will have、by then i will have,,,"将来完成时,礼貌策略,正式语境,will have,过去分词",
GG-C1-084,Guideword: FORM: NEGATIVE 'SHALL'. CanDo: Can use the negative form 'shall not'.,SuperCategory: FUTURE. SubCategory: future simple (with will and shall),C1,将来时否定形式：shall not 的用法,"However, we shall not forget to mention the legal and social consequences of such a merger to the average employees.、Therefore, my client shall not release you from the agreement, which is binding upon both parties.",shall not forget、shall not release、shall not disclose、shall not tolerate,,,"shall not,否定形式,将来时,正式语境,法律用语",
GG-C1-085,Guideword: FORM: WITH ADVERBS. CanDo: Can use 'be' + 'going to' with an increasing range of adverbs (particularly adverbs of certainty) in the normal mid position.,SuperCategory: FUTURE. SubCategory: future with be going to,C1,将来时be going to与副词搭配：表达确定性的进阶用法,"Mario Soares is already an old man, nearly 70, who is probably going to finish his active political life in 2 or 3 years.、As the new store is going to be the first and only one in Moscow, and, to make matters worse, it is going to be located close to our most successful outlet, it is undoubtedly going to have a detrimental effect on our company.、Additionally, many British people stay at ""Tall Trees Campsite"", so I guess we would be forced to speak English all the time, which is also great because it is surely going to help us to improve our English skills.",probably going to、undoubtedly going to、surely going to、certainly going to,,,"be going to,副词,确定性副词,将来时,中位位置",
GG-C1-086,Guideword: FORM: WITH 'BY THE TIME'. CanDo: Can use the present simple with 'by the time' to refer to the future.,SuperCategory: FUTURE. SubCategory: present simple for future use,C1,一般现在时表将来：与'by the time'连用,"… by the time he gets home, he will just want to go straight to bed.、By the time you arrive the information office at the airport will be closed, as at 11.00 o'clock a full day strike will start.",by the time、arrive、get home、finish,,,"by the time,一般现在时,将来时,时间状语从句,时间关系",
GG-C1-087,"Guideword: USE: SUGGESTIONS, OBLIGATION. CanDo: Can use the present simple after speech act verbs expressing suggestions and obligation.",SuperCategory: FUTURE. SubCategory: present simple for future use,C1,现在时表将来：建议与义务类动词后的用法,"We would suggest that our management takes a closer look.、I recommend that we go to the theatre in Ginza where ""Miss Saigon"" is on.、Moreover, we insist that the agreement between you is legally binding ….",suggest that、recommend that、insist that,,,"现在简单时,言语行为动词,建议动词,义务动词,that从句",
GG-C1-088,"Guideword: FORM/USE: FIXED EXPRESSIONS, FRONTING. CanDo: Can use fixed expressions in the front position for focus.",SuperCategory: FOCUS. SubCategory: focus,C1,固定表达前置：用于强调的句首固定短语,"At the end of the day everything is up to you!、All in all, the activity week was a nice experience for both students and teachers.、All things considered, I would recommend the third proposal as it seems to me that it covers most of the points the students have been complaining about.、When it comes down to it, who does not like such a surprise?、When you think about it, can we afford a flat in Central London and still have something left with a basic salary?",at the end of the day、all in all、all things considered、when it comes down to it、when you think about it,,,"固定表达,前置,强调,总结,逗号分隔",
GG-C1-089,"Guideword: FORM/USE: 'WHAT' CLEFT CLAUSE. CanDo: Can use 'What' + noun or pronoun + verb phrase as subject + 'be', for focus.",SuperCategory: FOCUS. SubCategory: focus,C1,强调句型：What引导的强调从句,"What we need is a strong publicity campaign, directed at young people.、What everyone loved were the special effects and we were very impressed by the use of advanced technological innovations.、What companies care about is money and football players help them to earn it.、What tourists want is to see the most typical things in England, not a hamburger restaurant or a London musical from the back row in the gallery.、What students learn are mostly facts and theories.、What I found particularly fascinating about this story is that it is still exciting and thrilling, despite the plot being rather easy to follow.",what we need、what everyone loved、what companies care about、what tourists want,,,"What从句,强调句型,主语从句,焦点结构,be动词单复数",
GG-C1-090,Guideword: FORM/USE: IMPERATIVES. CanDo: Can use imperatives as pointing devices within texts for focus.,SuperCategory: FOCUS. SubCategory: focus,C1,祈使句作为文本焦点指示器：note、notice、see等动词的强调用法,Note the disadvantages of this transfer.、Notice the difference in the salary. (Ecuador; C1 EFFECTIVE OPERATIONAL PROFICIENCY; 2008; Spanish - Latin American; Pass、See the written instructions on the phone for complete instruction.,note、notice、see、observe、refer to,,,"祈使句,焦点指示器,文本强调,书面语,引导读者",
GG-C1-091,"Guideword: FORM/USE: 'WH-'CLEFT CLAUSE, TITLES. CanDo: Can use 'Wh-'cleft clauses as titles or subtitles, to point to something that follows, for focus.",SuperCategory: FOCUS. SubCategory: focus,C1,Wh-分裂句作标题：聚焦后续内容的表达方式,"Why I think this is a good idea、People are sensitive, and when they hear about charities, they always want to help.、Why you should choose that event、If you fund this event, you will gain in two ways: firstly you will help needy people, and secondly you will be admired.、The aim of this is to find out why our biggest customer stopped purchasing from our company.、How I investigated. First I started looking on the internet in general.、How we could benefit in terms of sales、This drink will be taken by athletes of any kind.",why i think、why you should、how to implement、what makes,,,"Wh-分裂句,标题聚焦,陈述语序,正式文体,逻辑引导",
GG-C1-092,"Guideword: FORM/USE: NON-FINITE WITH '-ED' CLAUSES. CanDo: Can use a non-finite subordinate clause with an '-ed' form, before a main clause, for focus, often in formal, academic or business contexts.",SuperCategory: FOCUS. SubCategory: focus,C1,非谓语-ed从句前置：用于强调的正式表达,"Compared to other European capitals, there has been a lot done to make riding a bike less dangerous and more comfortable in Berlin.、Outlined below are some essential reasons which justify my choice and should be seriously considered.",compared to、based on、outlined、given,,,"非谓语从句,-ed形式,强调结构,正式语境,前置从句",
GG-C1-093,Guideword: FORM/USE: TEXTUAL REFERENCE. CanDo: Can use a range of phrases as discourse markers to point to other parts of a text.,SuperCategory: DISCOURSE MARKERS. SubCategory: discourse markers in writing,C1,语篇标记语：文本指引用语（如As mentioned above）,"As mentioned above, it might be possible to negotiate better contracts for your company.、I hope this brief note has convinced you to start this club. As mentioned earlier, I have already asked for information.、So as shown above, I recommend TELECARS to be our car services supplier because it offers all we need.",as mentioned above、as shown earlier、in summary、as will be discussed,,,"语篇标记语,文本引用,连贯性,正式写作,固定搭配",
GG-C1-094,"Guideword: FORM: 'ONE'S'. CanDo: Can use 'one's' to indicate possession, referring to people in general.",SuperCategory: DETERMINERS. SubCategory: possessives,C1,泛指人称所有格：one's的用法,"Living in Greece, I have had a chance to realise how much tourism can affect one's life.、After one has spent enough time away from one 's parents and has a personality of one's own, it is definitely possible to move in with one's parents.、In my opinion, this process depends on one's ability to open another way of communicating apart from one's mother language.",one's own、one's ability、one's life、one's parents,,,"泛指人称,所有格,正式语境,一致性,one's own",
GG-C1-095,"Guideword: FORM: 'EITHER', 'NEITHER' + 'OF' + DETERMINER WITH PLURAL NOUNS. CanDo: Can use 'either' and 'neither' + 'of' with plural noun phrases or pronouns.► pronouns",SuperCategory: DETERMINERS. SubCategory: quantity,C1,限定词搭配：either/neither + of + 复数名词短语或代词,"Either of the measures is recommended and those measures are bound to enhance the company's competitive power.、Of course if you are not at all interested in sports, neither of these games will be of any interest to you.、However, you forgot to add that neither of us could foresee the rise in the price of wheat.",either of、neither of、of the、of these,,,"either,neither,of,复数名词,代词,动词一致性",
GG-C1-096,"Guideword: USE: HYPERBOLE. CanDo: Can use determiners in hyperbole, often in informal contexts ('millions of', 'loads of', 'tons of').",SuperCategory: DETERMINERS. SubCategory: quantity,C1,"夸张表达中的数量限定词：millions of, loads of, tons of","My kitchen is absolutely cramped. I love cooking and despite the fact that I have no space, I managed to fit in a table as well as millions of cookbooks and all the necessary kitchen tools.、I'm going to make loads of cookies this year and will give them in nice little boxes to my family and friends.、I received tons of plastic ducks every time I had my birthday or some kind of celebration.",millions of、loads of、tons of、heaps of,,,"夸张表达,数量限定词,非正式语境,millions of,loads of,tons of",
GG-C1-097,"Guideword: FORM: 'EITHER', 'NEITHER' WITH SINGULAR NOUNS. CanDo: Can use 'either' and 'neither' with singular nouns.",SuperCategory: DETERMINERS. SubCategory: quantity,C1,限定词：either和neither与单数名词的搭配使用,"Second, we would draw your attention to the fact that neither party could foresee or predict the recent rise in the price of wheat.、In the Czech Republic, somewhere between those two extremes, either way is possible.、This way, the toilet can be accessed easily from either floor.",either way、neither party、either side、neither option,,,"either,neither,单数名词,限定词,两者中任一,两者都不",
GG-C1-098,Guideword: FORM: 'EITHER … OR'. CanDo: Can use 'either … or' to combine more complex strings of clauses and sentences.,SuperCategory: CONJUNCTIONS. SubCategory: coordinating,C1,并列连词：either … or 连接复杂从句和句子,"And finally, about the present, you have two options; either you get something typical from your country, which they may like because you know how much they like collecting things from all over the world, or I get something from the wedding list store and sent it to them with your name on it and we can sort it out when you arrive here.",either … or、either … or else、either … or rather,,,"并列连词,either … or,复杂从句,选择结构,就近原则",
GG-C1-099,"Guideword: FORM/USE: 'NOT ONLY … BUT ALSO' WITH INVERSION. CanDo: Can use inverted auxiliary 'do' + the subject after 'not only', to give focus.",SuperCategory: CONJUNCTIONS. SubCategory: coordinating,C1,倒装结构：not only ... but also 的强调用法,"Indeed, not only did they teach us useful knowledge, but they also organised practical exercises to ensure that we had assimilated all the information.、Furthermore, not only do I speak (and write) in fluent English, but I also speak French, Spanish and Portuguese.、For me, not only do extreme sports provide satisfaction of achievement, but they also help you to express yourself.",not only、but also、do、does、did,,,"not only,but also,倒装,强调,并列连词",
GG-C1-100,"Guideword: FORM/USE: 'YET', CONCESSIVE. CanDo: Can use '(and) yet' to combine phrases and clauses to introduce a contrast, often unexpected.",SuperCategory: CONJUNCTIONS. SubCategory: coordinating,C1,并列连词：'yet'的让步对比用法,"In the face of these recent events, our department also reviewed the contract with ProLine International, and found some interesting yet unpleasant details.、This college is famous for its art teachers and very skilled students, and yet it does not have its own gallery.、The host family was carefully selected, yet it was four miles away from school.",yet、and yet、yet still,,,"并列连词,让步对比,意外性,and yet,句型结构",
GG-C1-101,"Guideword: FORM/USE: 'NOT ONLY … BUT ALSO'. CanDo: Can use 'not only … but also' to combine phrases and clauses, often for focus or emphasis.",SuperCategory: CONJUNCTIONS. SubCategory: coordinating,C1,并列连词：not only … but also,"This book is not only a guide to the history of music but also a compendium of theory.、In addition to that, if we move to the new premises, we can not only solve the above problems, but also gain other benefits such as a better environment.、If we go back in time we will see that the difference between the old and the modern films is not only the number produced but also the content.",not only、but also、but,,,"并列连词,平行结构,强调,倒装,正式英语",
GG-C1-102,"Guideword: FORM/USE: FOCUS. CanDo: Can use 'whatever', 'wherever', 'however', etc. as a subordinating conjunction, at the beginning of a sentence, to give focus.",SuperCategory: CONJUNCTIONS. SubCategory: subordinating,C1,从属连词聚焦用法：whatever、wherever、however等句首强调结构,"Whatever you choose, you'll probably have to share it with other people.、Whatever the cause of the fall in the standard of your services is, we would strongly recommend that you take all the necessary measures to make sure that this won't happen again.、Wherever you go, you find shops, hotels and pubs which are full of tourists.、Whoever we appoint, he/she should be a well-qualified, educated and flexible person.",whatever、wherever、however、whoever,,,"从属连词,聚焦用法,句首强调,whatever,wherever,however,whoever,条件从句",
GG-C1-103,Guideword: FORM: SUPERLATIVE ADVERB 'BEST' + CLAUSE. CanDo: Can use 'the best' as a superlative adverb + pronoun + ellipted 'can' or 'could'.,SuperCategory: CLAUSES. SubCategory: comparatives,C1,最高级副词'the best' + 从句结构：表达尽力而为,"I'm sorry to say that she is not the best of cooks but she tries the best she can.、On Thursday I did the best I could.、However, to make sure that we offer the best we can, we would be grateful if you gave us a grant.",the best、do the best、try the best、offer the best,,,"最高级副词,省略从句,尽力表达,the best,can/could省略",
GG-C1-104,"Guideword: FORM/USE: 'NOT ONLY … BUT (ALSO)' WITH INVERSION, FOCUS. CanDo: Can combine clauses using 'not only' in front position followed by an inverted first clause + … 'but (also)' to introduce the second clause, to give focus.",SuperCategory: CLAUSES. SubCategory: coordinated,C1,倒装强调句型：Not only ... but (also) 的倒装用法,"And not only did they come for the most popular sports, such as football and basketball, but many other less known activities were very well attended.、Not only was he helpful but the students had the opportunity to watch videos and listen to music.、Not only has the cost improved, but also the value for money.",not only、but also、but,,,"倒装,强调句型,并列从句,not only,but also",
GG-C1-105,"Guideword: FORM/USE: 'LET' + THIRD PERSON PRONOUN, PERMISSION, ORDER. CanDo: Can use an imperative clause with  'let' + 'him/her/them' + base form of a main verb, to  give permission or allow something or instruct someone to allow something.",SuperCategory: CLAUSES. SubCategory: imperatives,C1,祈使句：'let' + 第三人称代词（他/她/他们）表示允许或指令,"Try to play chess with him whenever you can and remember: Let him win!、While in London, they want to do their shopping there, so let them have more free time to do that.、If she wants to study away from home, please, let her go .",let him、let her、let them,,,"let,第三人称代词,动词原形,允许,指令,祈使句",
GG-C1-106,"Guideword: USE: POINTING, IN FORMAL CONTEXTS. CanDo: Can use imperatives to point within or to a document within formal contexts, often academic.",SuperCategory: CLAUSES. SubCategory: imperatives,C1,祈使句在正式语境中的指示用法,"See enclosed brochure.、As you requested in your memo, I have spent the past few days gathering information from the six students involved in our programme (see above).、Look at the graph of the Agricultural sector 1991-2001.",see、refer to、look at、note,,,"祈使句,正式语境,指示用法,学术写作,商务文档",
GG-C1-107,"Guideword: FORM/USE: DON'T 'LET' + PRONOUN, PERMISSION, ORDER. CanDo: Can use an imperative clause with  'let' + 'him/her/them' + base form of a main verb, to disallow something or instruct someone to disallow something.",SuperCategory: CLAUSES. SubCategory: imperatives,C1,祈使句否定结构：Don't let + 代词 + 动词原形,"Don't let them spend all their free time in front of the TV.、Don't let him go out alone, because he may not feel well.",don't let、let him、let her、let them,,,"祈使句,否定结构,使役动词,第三人称代词,动词原形,禁止表达,间接指令",
GG-C1-108,Guideword: FORM/USE: IMPERATIVE + 'AND' CONDITIONAL. CanDo: Can use imperatives to introduce a condition followed by 'and' to introduce a consequence of the condition.,SuperCategory: CLAUSES. SubCategory: imperatives,C1,祈使句+and条件句：表达条件与结果的简洁结构,See one of them and you'll want to see them all.,see and、try and、do and、don't and,,,"祈使句,条件句,and连接,条件结果关系,简洁表达",
GG-C1-109,Guideword: FORM: NON-FINITE AFTER 'IF'. CanDo: Can use non-finite clauses after 'if'. .► 'clauses: conditionals',SuperCategory: CLAUSES. SubCategory: subordinated,C1,条件句中的非谓语从句：if后接非谓语动词结构,"Please do not hesitate to ask for further assistance if needed.、Finally, there are some suggestions that, if taken, could improve the schools' academic standards.、There are plenty of taxis, of course, but they are very expensive, if compared with London taxis.",if needed、if taken、if compared、if required,,,"非谓语动词,条件句,简化结构,分词,不定式",
