egp_id,content,category,level,chinese_human_name,examples,trigger_lemmas,chinese_doc,core_rules,keywords,common_errors
GG-C2-057,"Guideword: FORM/USE: WITH 'AS' + PRONOUN, NARRATIVE. CanDo: Can use 'as' + pronoun + 'used to' … to add background to a narrative, often to highlight something unusual.",SuperCategory: MODALITY. SubCategory: used to,C2,叙事背景构建：'as' + 代词 + 'used to' 结构,"She had gone out for a walk in the woods as she used to do every Sunday, with her diary in her hand and a pen in her pocket.、He divorced his wife, old flabby Nellie as she used to call her, and proposed to her.、She married a well-off man, and ended up being a housewife, doing piecework for peanuts, as she used to say.",as、used to、as she used to、as he used to,,,"as,used to,叙事背景,过去习惯,代词",
GG-C2-058,Guideword: FORM: 'USED NOT TO'. CanDo: Can use negative form 'used not to',SuperCategory: MODALITY. SubCategory: used to,C2,情态动词used to的否定形式：used not to,"I used to play until late in the evening, I used not to do my homework and I did not excel at school.、As a teenager I used not to be very sociable, I had few friends and none of them felt close.",used not to、usedn't to、as a child、in the past,,,"used not to,否定形式,过去习惯,情态动词,对比表达",
GG-C2-059,"Guideword: USE: WILLFULNESS OR DISAPPROVAL. CanDo: Can use 'will' to talk about general behaviour, often disapprovingly.",SuperCategory: MODALITY. SubCategory: will,C2,情态动词will：表示固执行为或不满情绪,Indeed no one can imagine what children will do!,will argue、will insist、will refuse、will ignore,,,"情态动词,固执行为,不满语气,习惯性行为,批评表达",
GG-C2-060,"Guideword: FORM: WITH ADVERBS. CanDo: Can use a wide range of adverbs with 'would', including 'undoubtedly', 'possibly', 'normally', 'personally', 'eventually', 'obviously', 'significantly', 'inevitably'. ► adverbs",SuperCategory: MODALITY. SubCategory: would,C2,情态动词would与副词搭配：高级表达方式,[talking about the construction of a leisure centre] I believe that the construction of such a centre would undoubtedly contribute to the improvement of our quality of life.、Organising family-oriented activities would significantly increase membership and raise the society's popularity with the local community.,would undoubtedly、would significantly、would personally、would eventually,,,"情态动词would,副词修饰,假设语气,正式表达,would undoubtedly,would significantly",
GG-C2-061,"Guideword: FORM/USE, RESPONSE TOKENS. CanDo: Can use adverbs expressing certainty as short responses.",SuperCategory: MODALITY. SubCategory: adverbs,C2,副词表达确定性：简短回应用法,Do I agree with this statement? Definitely.,definitely、absolutely、certainly、definitely not,,,"副词,确定性,简短回应,肯定回答,日常对话",
GG-C2-062,Guideword: USE: SPECULATION. CanDo: Can use 'couldn’t have' + '-ed' to speculate about the past.,SuperCategory: MODALITY. SubCategory: could,C2,推测过去不可能发生的事：couldn't have + 过去分词,Imagine my dismay when I realised I hadn’t brought back the notebook from the pub. Surely I couldn't have left it on my seat.、[speculating about a lost diary] … her mother couldn't have hidden it there just like that. It just wasn't like her. She must have put it away there and then forgotten about it.,couldn't have left、couldn't have hidden、couldn't have done,,,"couldn't have,过去推测,不可能性,情态动词,过去分词",
GG-C2-063,Guideword: USE: 'BE DUE TO'. CanDo: Can use the simple past form of 'be' + 'due to' to talk about scheduled events in the future from a point in the past.,SuperCategory: FUTURE. SubCategory: future in the past,C2,过去时态中的未来安排：be due to 的过去式用法,"It was quite early in the morning, only 7.15 am, and my plane was due to leave in about 40 minutes.、Ten minutes after the time we were due to begin, she arrived.、We have succeeded in persuading the local Council that the factory that was due to be built near the lake was dangerous.",was due to、were due to、due to be,,,"过去时态,未来安排,预定事件,时间参照,被动语态",
GG-C2-064,Guideword: USE: ASSUMPTIONS. CanDo: Can use the future perfect continuous to make assumptions about the present.,SuperCategory: FUTURE. SubCategory: future perfect continuous,C2,将来完成进行时：基于假设推测现在情况,I do not think that this aspect is really necessary because it is supposed that … you will have been studying very hard to occupy that job ….,will have been、by then、for hours、all night,,,"将来完成进行时,推测现在,持续动作,假设推理,时间状语",
GG-C2-065,Guideword: FORM: QUESTIONS. CanDo: Can use the question form of the future perfect simple.,SuperCategory: FUTURE. SubCategory: future perfect simple,C2,将来完成时疑问句：Will he have changed?,Will he have changed?,will have、by tomorrow、before leaving、when finished,,,"将来完成时,疑问句,过去分词,时间状语,by短语",
GG-C2-066,Guideword: USE: LONG-TERM INTENTIONS WITH 'SHALL'. CanDo: Can use 'shall' to talk about long-term intentions.,SuperCategory: FUTURE. SubCategory: future simple (with will and shall),C2,用shall表达长期意图：高级用法详解,"I must believe, believe in myself and in everybody else, and mainly in what I look for, this way I shall never lose hope.、I shall always remember it as the city of lights.、I shall always keep it in mind, in order to keep my children close to me and avoid being hated.、I came to the conclusion that the Excel Academy is not worth the money our company paid and that we shall not send further candidates there.",shall always、shall never、shall continue to、shall remain,,,"shall,长期意图,正式承诺,个人信念,庄重语气,第一人称,未来时态",
GG-C2-067,"Guideword: USE: PREDICTIONS WITH 'SHALL'. CanDo: Can use 'shall' to make predictions, usually in formal contexts.",SuperCategory: FUTURE. SubCategory: future simple (with will and shall),C2,正式语境下的预测用法：shall 表示预测,Once more I invite you wholeheartedly to stay at my place and I hope we shall meet in November.、… we shall probably have several years more to live.,shall probably、shall certainly、i shall、we shall,,,"shall,预测,正式语境,将来时,第一人称",
GG-C2-068,Guideword: FORM: WITH ADVERBS. CanDo: Can use 'be' + 'going to' with a wide range of adverbs before the main verb.,SuperCategory: FUTURE. SubCategory: future with be going to,C2,将来时be going to结构：与副词连用的灵活表达,"But I don't know if I'm going to still live here.、First, I am going to briefly introduce the three main activities offered by the club.、Nobody is going to even look at you when your sister is there.",be going to、briefly introduce、even look,,,"be going to,副词位置,将来时,方式副词,程度副词",
GG-C2-069,Guideword: FORM: INVERSION WITH 'ONLY WHEN'. CanDo: Can use the present simple with 'only when' (followed by 'will' and inverted subject) to refer to the future.,SuperCategory: FUTURE. SubCategory: present simple for future use,C2,倒装结构：'only when'引导的现在简单式表将来,"Only when we understand that, will we be able to live in better societies.、Moreover, I think that only when people manage this will they be able to move on with their lives and offer something new to humanity.、And, sadly, I also believe that only when something really catastrophic happens will citizens face reality and accept that measures must be taken.",only when、will、inversion,,,"only when,现在简单式,倒装,将来时,条件从句",
GG-C2-070,Guideword: FORM/USE: 'NOT A' + NOUN. CanDo: Can use 'Not a' + noun with a passive verb or inverted auxiliary and subject for focus.,SuperCategory: FOCUS. SubCategory: focus,C2,强调否定结构：'Not a' + 名词 + 被动动词/倒装结构,Not a word was spoken by anyone throughout the journey.、Not a scrap of remorse do they have.,not a word、not a scrap、not a sound、not a trace,,,"Not a,被动语态,倒装结构,强调否定,正式语境",
GG-C2-071,"Guideword: FORM/USE: 'THE' + PREMODIFIER + 'THING, FACT etc.' + 'IS (THAT)'. CanDo: Can use 'The' + premodifier + 'thing, fact, point, problem or reason' + 'is (that)' for focus.",SuperCategory: FOCUS. SubCategory: focus,C2,强调句型：'The + 修饰语 + 名词 + is (that)' 结构,"The sad thing about it was that it was actually Richard who said, ""Why don't you go on holiday?”、The strange thing was that the noise reminded her of someone making a cup of tea.、The sad fact is, poverty is very likely to pass down to the next generation in these situations.、The relevant point is that that personal, almost intimate relationship between the possessor and the thing possessed is at the core of that particular love we all hold for certain things.、The only problem is that they are a little too noisy in the night.",the thing is、the fact is、the point is、the problem is、the reason is,,,"强调结构,焦点句型,修饰语,焦点名词,that从句",
GG-C2-072,"Guideword: FORM/USE: 'WH-'CLEFT  CLAUSE. CanDo: Can use 'How', 'Why', or 'Where' cleft clauses as subject, for focus",SuperCategory: FOCUS. SubCategory: focus,C2,WH-分裂句：How/Why/Where引导的强调结构,"How we are brought up forms our character, our thinking and our attitude towards ourselves and towards everybody and everything around us.、Where he had gone to was a mystery.、How they influenced my life is hard to tell.、Why I think my father is successful is because of his personality, he is very fair about everything,; for example if he sees two beautiful women walking down the street and you ask him which is the nicest of them, he couldn't tell even if one was plain ugly he couldn't.、[talking about possessions] How people have got their objects is also important.",how、why、where、is、was,,,"WH-分裂句,强调结构,How引导,Why引导,Where引导,主语从句,焦点",
GG-C2-073,Guideword: FORM/USE: 'IT' CLEFT. CanDo: Can use 'It' + 'be' + noun + 'that' clause for focus.,SuperCategory: FOCUS. SubCategory: focus,C2,强调句型：It is/was...that/who...,"It is Lily who decides to go to the seaside and it is also her who kills the turkey given by a lorry-driver.、It was Paul who stole the money.、It is Piggy who finds the conch and knows how to blow it.、It is my mother who always plays the role of mediator.、It is this silence that gives me the impression of togetherness, for which no words are needed.",it is、it was、that、who,,,"It-cleft sentence,强调句型,被强调部分,that从句,焦点结构",
GG-C2-074,Guideword: FORM/USE: MULTIPLE FIXED EXPRESSIONS. CanDo: Can use more than one fixed expression in the front position for added focus.,SuperCategory: FOCUS. SubCategory: focus,C2,前置多重固定表达：增强句子焦点,"But all of a sudden, out of nowhere a bunch of people came running towards him, yelling something he couldn't understand.、All in all, taking everything into account, I would suggest that a leisure centre would be the most beneficial as it provides all the facilities necessary to attract and benefit a number of people in the community.、What is more, from my point of view happiness has nothing to do with big things but with small things such as day-to-day details.",all of a sudden、out of nowhere、all in all、taking everything into account、what is more、from my point of view,,,"前置位置,固定表达,焦点增强,逗号分隔,逻辑连贯",
GG-C2-075,"Guideword: USE: 'THIS', IN NARRATIVES. CanDo: Can use 'this' with nouns and noun phrases in a narrative to create a sense of immediacy.",SuperCategory: DETERMINERS. SubCategory: demonstratives,C2,指示词'this'在叙事中的运用：营造即时感,"[talking about two characters in a story] There's this flame of passion between them.、It's a story where there's this old man who makes a marionette that comes to life.、In our group there was this girl, tiny and fragile, very sensitive; she had a special way with words.",there is this、there was this、i met this、where there's this,,,"指示词,叙事,即时感,生动性,存在句型",
GG-C2-076,"Guideword: FORM/USE: 'THIS' WITH NOUN AND POSSESSIVE. CanDo: Can use 'this' + noun + 'of' + possessive pronoun to highlight something, often in a positive way.",SuperCategory: DETERMINERS. SubCategory: demonstratives,C2,指示词强调结构：this + 名词 + of + 物主代词,"What is more, not only is this rare talent of theirs used for public pleasure but also for international sports success, which makes us all proud.、This characteristic of his is shown in every situation of his life.",this talent of、this characteristic of、this ability of、this quality of,,,"指示词,物主代词,强调结构,正式表达,抽象名词",
GG-C2-077,"Guideword: USE: EMOTIONAL DISTANCE. CanDo: Can use 'that' and 'those' to convey emotional distance, often to express disapproval.",SuperCategory: DETERMINERS. SubCategory: demonstratives,C2,指示代词that/those的情感距离用法：表达不赞同或疏远,"I also told her that if I had been in her shoes, I would not have put up with that sort of behaviour.、Nowadays, celebrities, like pop stars or football players, are often worshipped by hysterical crowds of fans who can't see through the mask that those so-called heroes make up to sell the product that they are.",that sort of、those so-called、that kind of、that behaviour,,,"指示代词,情感距离,不赞同,批评,疏远",
GG-C2-078,"Guideword: FORM: SINGULAR NOUN ENDING IN 'S' + APOSTROPHE. CanDo: Can use an apostrophe after singular nouns ending in 's', to indicate possession.",SuperCategory: DETERMINERS. SubCategory: possessives,C2,单数名词以's'结尾的所有格：加撇号表示所属关系,"However, I believe that in order to maintain its popularity, the programme should keep some of the series' aspects the same, but alter some others.",james'、series'、boss'、class',,,"所有格,撇号,单数名词,以's'结尾,所属关系",
GG-C2-079,Guideword: FORM: ''S + 'S'. CanDo: Can use two possessive ''s' constructions in the same noun phrase.,SuperCategory: DETERMINERS. SubCategory: possessives,C2,双重所有格结构：连续使用两个's,"There were no photographs of him in Ann 's mother's albums.、They spent two weeks together at Emily's grandmother's house, after fourteen months of dating.",ann's mother's、emily's grandmother's、friend's sister's,,,"双重所有格,possessive 's,名词短语,所属关系,家庭关系",
GG-C2-080,Guideword: FORM: ''S' WITH ELLIPTED NOUN. CanDo: Can use ''s' without a following noun when the noun has already been mentioned or is obvious in the context.,SuperCategory: DETERMINERS. SubCategory: possessives,C2,所有格's省略名词用法：上下文明确时的省略结构,"Olivia's experiences probably are the narrator's.、He started to shake me and meanwhile I heard a familiar voice; it was my father's.、Suddenly, after two weeks I realised that my bank account was empty and so was my friend's.",and so was、it was、just like,,,"所有格's,省略名词,上下文明确,避免重复,名词性所有格",
GG-C2-081,"Guideword: FORM/USE: 'MANY A' WITH SINGULAR NOUNS, FOR FOCUS. CanDo: Can use 'many a' or 'many an' + singular noun for emphasis and focus.",SuperCategory: DETERMINERS. SubCategory: quantity,C2,强调性数量表达：'many a' + 单数名词,"We have come a long way and climbed many a mountain but are we really better off than our ancestors?、Her father's pharmacy was broken into very often, the local drug addicts were relentless and Mary was threatened many a time on her way home from work.、It has raised many an issue which I would like to comment upon here.",many a、many an,,,"many a,many an,单数名词,强调表达,正式语气",
GG-C2-082,"Guideword: FORM/USE: 'NEITHER'. CanDo: Can use 'Neither' or 'Nor' + inverted auxiliary or 'be' + subject to add to a previous related negative clause, to focus on an additional negative factor.",SuperCategory: CONJUNCTIONS. SubCategory: coordinating,C2,并列连词倒装结构：Neither/Nor + 助动词/be动词 + 主语,"Nevertheless, I have no recollection of ever leaving my diary. In fact, I can clearly remember that I kept it with me all the time I was working. Neither do I remember losing it during the time I was on the platform waiting for my train to pull in.、Maybe he will eventually get over this terrible experience, but he's bound to be a lonelier boy than he was. Nor does Jack's future look any more promising.、There are also considerable disturbances during day-time. It is, for example, not possible to lead a conversation, e.g. on the veranda, without shouting. Nor is it possible to watch television peacefully without the thunderous noise in the background.、At first, I didn’t pay attention to the large number of magazines and newspapers she subscribed to. Neither did I oppose her 'need' to get new clothes every month.",neither do、nor does、neither have、nor will,,,"倒装结构,并列连词,否定追加,时态一致,主谓倒装",
GG-C2-083,"Guideword: FORM/USE: 'AND YET', CONCESSIVE. CanDo: Can use 'And yet' to combine sentences to introduce a contrast, often unexpected, sometimes in a formal context.",SuperCategory: CONJUNCTIONS. SubCategory: coordinating,C2,并列连词：'And yet' 的让步对比用法,"If I had, I would try to do the best for them, just like my parents did, and very likely I would make the same mistakes. And yet, I think I would be a good and loving father.、I felt very embarrassed and I was sure I would get the sack. And yet the manager forgave me and I continued to work there.",and yet、yet、concessive contrast,,,"并列连词,让步关系,对比转折,正式语境,出乎意料",
GG-C2-084,"Guideword: FORM/USE: 'IN THAT'. CanDo: Can use 'in that' as a subordinating conjunction, to give greater in-depth explanation, often in formal contexts.",SuperCategory: CONJUNCTIONS. SubCategory: subordinating,C2,从属连词：'in that'的深入解释用法,"Nowadays it is widely argued that professional sports are damaging to people's health in that they involve gruelling training sessions as an integral part of the occupation.、It's often said that nowadays people must be proud of medical advances, in that life is getting considerably longer.",in that、argue that、claim that、suggest that,,,"从属连词,正式语境,深入解释,句型结构,原因阐明",
GG-C2-085,"Guideword: FORM/USE: 'SO ...  AS TO', FORMAL. CanDo: Can use 'so' + adjective + 'as' + 'to'-infinitive clause, usually in formal contexts.",SuperCategory: CLAUSES. SubCategory: comparatives,C2,正式比较结构：so...as to 句型,"Travellers should not be so ignorant as to think they can understand other nationalities better when they have once lived in one of their hotels.、However, as soon as my glaring eyes met his, beseeching and helpless, I knew I couldn't endure being so cruel as to deny him my caring shoulder...、Should I be so fortunate as to win the scholarship, I would use it in a way that would not only affect me, but very much so also the area in which I live.",so...as to、so fortunate as to、so ignorant as to、so cruel as to,,,"so...as to,正式比较结构,程度结果表达,不定式从句,形容词修饰",
GG-C2-086,Guideword: FORM: 'AS IF' + NON-FINITE CLAUSE. CanDo: Can use 'as if' + non-finite clause to introduce a second clause as a comparison.,SuperCategory: CLAUSES. SubCategory: comparatives,C2,比较从句：'as if' + 非限定从句,"She closed her eyes as if to push those thoughts away.、There it was: the chef's body, hacked to pieces, a carving knife in his hand as if to scare off an enemy.、I was so frightened that my heart was beating like crazy as if trying to leave my body.、Because of this, my mother never denied us anything, as if trying to compensate for our father's death.",as if、as if to、as if doing,,,"as if,非限定从句,不定式,现在分词,比较结构",
GG-C2-087,"Guideword: FORM/USE: NEGATIVE CLAUSE +  'NOR', FOCUS. CanDo: Can combine a negative clause with an inverted clause with 'nor', to give focus.",SuperCategory: CLAUSES. SubCategory: coordinated,C2,否定句与倒装句的nor连接：强调结构,"That night Kevin did not sleep; nor did Kristin.、They do not have any hobbies, nor do they have friends or relatives (at least not where they live).、Her diary was never found, nor was Juliette.、I should never have agreed to meet him, after all I didn't know the man nor did I understand what he was talking about, but he really said my friend Peter was in danger, that's what made me say yes.",nor、not、never、no,,,"nor,倒装,否定句,强调结构,正式语体",
GG-C2-088,"Guideword: FORM/USE: 'LET' + THIRD PERSON PRONOUN, DEVOLVING RESPONSIBILITY. CanDo: Can use an imperative clause with 'let' + 'him/her/them' + base form of a main verb, to devolve responsibility.",SuperCategory: CLAUSES. SubCategory: imperatives,C2,祈使句：'let' + 第三人称代词 + 动词原形（转移责任用法）,"Let them find their own food.、But she put aside her friends because she didn't want to be pitied. After few attempts her friends gave up.""Let her live alone"".、So let them be and let them scrutinize the peculiar events that do occur in life.",let him、let her、let them,,,"祈使句,责任转移,let,第三人称代词,动词原形",
GG-C2-089,Guideword: FORM/USE: 'DON'T YOU …'. CanDo: Can use you with an imperative form to make an instruction stronger.,SuperCategory: CLAUSES. SubCategory: imperatives,C2,强调型祈使句：'Don't you ...' 结构,"Don't you ever do that again!、Don't you dare!、Don't you dare forget me, I want letters from you promptly, understand!",don't you、don't you ever、don't you dare,,,"祈使句,否定形式,语气增强,主语 you,非正式用语",
GG-C2-090,Guideword: FORM: 'HOW' + CLAUSE. CanDo: Can use 'How' + clause.,SuperCategory: CLAUSES. SubCategory: phrases/exclamations,C2,感叹句结构：'How' + 从句,How I often longed to play with the other children or relax with a good book.、How I love the smell of home!、How I long to be there again.,how i long、how i love、how i miss、how i wish,,,"感叹句,How从句,情感表达,书面语,强烈情感",
GG-C2-091,Guideword: FORM: 'HOW' + ADVERB + CLAUSE. CanDo: Can use 'How' + adverb + clause.,SuperCategory: CLAUSES. SubCategory: phrases/exclamations,C2,感叹句结构：How + 副词 + 从句,How differently we were brought up by our mother.,how differently、how quickly、how beautifully,,,"感叹句,副词,从句,方式副词,情感表达",
GG-C2-092,"Guideword: FORM/USE: 'WERE' + PRONOUN + 'TO' INFINITIVE, FORMAL. CanDo: Can use 'Were' + pronoun + 'to' infinitive to introduce a condition, in formal contexts.",SuperCategory: CLAUSES. SubCategory: subordinated,C2,正式条件句：Were + 代词 + to + 动词原形,"Were I to choose one of them, I would select the last one, so that I could have the opportunity to take part in my favourite radio station's programme.、Were you to need any further information, please do not hesitate to contact me.、Were we to give them this opportunity, it would not only be a great advantage for them but for the future of our society as well.、Were they to be paid a sufficient sum, say, equivalent or even more than their current pay-check, they would be inclined to give up their jobs.",were i to、were you to、were he to、were we to、were they to,,,"倒装条件句,正式假设,虚拟语气,were to结构,条件从句",
GG-C2-093,"Guideword: FORM/USE: NON-FINITE AFTER 'ALTHOUGH', 'THOUGH'. CanDo: Can use non-finite clauses after subordinating conjunctions '(although, though)', to express contrast.",SuperCategory: CLAUSES. SubCategory: subordinated,C2,从属连词后接非谓语从句：although/though + 非谓语结构,"I was my parents' first and only child, and I was brought up at my grandparents' home, because, although married, my mother decided not to leave her parents' home, and my father agreed with her.、Although committed to her job she successfully maintains her social contacts all over the world.、Jack, though disappointed, respects the result.",although、though、although married、though disappointed,,,"从属连词,非谓语从句,对比表达,although,though",
GG-C2-094,"Guideword: FORM/USE: INVERTED PAST PERFECT, IMAGINED PAST. CanDo: Can use past perfect +  inverted subject, and a modal verb + 'have' + '-ed' in the main clause  to talk about imagined situations in the past.",SuperCategory: CLAUSES. SubCategory: conditional,C2,倒装过去完成时：表达对过去情况的虚拟假设,"Had he been more experienced he would have known that these things always happen in this part of the world.、Had we known this fact we would have organised more activities within school hours.、Had we learnt from the mistakes of the past, we would have given up fighting each other a long time ago.、Had I known so many people from abroad were coming to visit our stand, I would have studied harder during my private lessons in the past.、Had this file fallen into enemy hands, it might have had disastrous effects on the Western world.、Had public transportation been an option I would have chosen that instead of my car.",had、would have、could have、might have,,,"倒装过去完成时,虚拟语气,情态动词,过去假设,条件从句",
GG-C2-095,"Guideword: USE: INVERTED 'SHOULD', FUTURE, POSSIBLE OUTCOME, FORMAL, POLITE. CanDo: Can use inverted 'should', + 'would' in the main clause to talk about possible future outcomes, in polite or formal contexts.",SuperCategory: CLAUSES. SubCategory: conditional,C2,倒装式'Should'条件句：表达未来可能性与礼貌请求,"Should we win your prize we would like to build a new school close to our production center, for the children of the area.、Should you fail to do so, we would have no choice but to take further action.",should、would、could、might,,,"倒装条件句,Should倒装,未来可能性,正式语境,礼貌请求",
GG-C2-096,"Guideword: FORM/USE: 'WERE IT NOT FOR', FORMAL. CanDo: Can use 'Were it not for' + noun phrase to introduce conditions in formal contexts. ► past simple",SuperCategory: CLAUSES. SubCategory: conditional,C2,正式条件句：Were it not for + 名词短语,"Were it not for my university, I would give up this class immediately.、Were it not for that kind of toy, children would be able to gain more team-spirit, creativity and self-confidence.、In fact, were it not for that reason, Laura would have accepted the comfortable executive chair in a big company.",were it not for、formal condition、noun phrase,,,"正式条件句,虚拟语气,倒装结构,名词短语,过去时态",
GG-C2-097,"Guideword: FORM/USE: INVERTED 'WERE' + 'TO' INFINITIVE, FORMAL. CanDo: Can use 'were' with an inverted subject + 'to' infinitive, to introduce conditions in formal contexts. ► past simple",SuperCategory: CLAUSES. SubCategory: conditional,C2,正式条件句：倒装were + to不定式,"Were I to win this travel scholarship, the country of my choice would be Japan.、Were you to compare people's views on animals to their views on food, you would find many similarities.、Were someone to decide that he did not want to go to university, he would have to face the consequences of his choice.、Were this suggestion to be put into practice, our town's personality would change completely from a small town to a port of call for a large number of visitors.",were to、were i to、were you to、were there to be,,,"倒装条件句,were to,正式语境,假设条件,虚拟语气",
GG-C2-098,"Guideword: FORM/USE: SUBORDINATING CONJUNCTIONS, CONDITIONS. CanDo: Can use conditional subordinate clauses with a range of conjunctions ('so long as', 'on condition that', 'in the event that') with past, present or future reference.|",SuperCategory: CLAUSES. SubCategory: conditional,C2,条件状语从句：使用so long as/on condition that/in the event that等从属连词,"As a matter of fact, education is free and as a result they can attend whichever university they desire so long as they have the proper qualifications, of course.、I was allowed to bring my friends home and go out with them on condition that my parents knew where I was and when I was going to return.",so long as、on condition that、in the event that,,,"条件状语从句,从属连词,so long as,on condition that,in the event that",
GG-C2-099,"Guideword: FORM/USE: 'IF IT WERE NOT FOR', FORMAL. CanDo: Can use 'If it weren’t / were not for' + noun phrase to introduce conditions in formal contexts. ► past simple",SuperCategory: CLAUSES. SubCategory: conditional,C2,正式条件句：If it weren't/were not for + 名词短语,"If it weren't for that boy, I am definitely certain that I would have failed the examinations and I would have ended up taking the class again the following year.、If it weren't for his determination, he would have resigned when he first heard ""no"".",if it weren't for、if it were not for、were not for,,,"条件句,虚拟语气,正式语境,名词短语,过去假设",
GG-C2-100,"Guideword: FORM/USE: 'IF IT WERE' + 'TO'-INFINITIVE FORM, FORMAL. CanDo: Can use 'If it were' + 'to-' infinitive to introduce conditions in formal contexts.",SuperCategory: CLAUSES. SubCategory: conditional,C2,正式条件句：If it were + to不定式,"If it were to be published, the first issue would probably include a small introduction about the people who helped in the creation of the magazine.、However displacing such a number of commuters will need a lot of planning and a very good infrastructure if it were to succeed.",if it were to、were to、to be、to succeed,,,"条件句,虚拟语气,正式语境,to不定式,假设条件",
GG-C2-101,"Guideword: FORM/USE: 'WHETHER OR NOT', FORMAL. CanDo: Can use 'whether or not' to introduce conditions in formal contexts.",SuperCategory: CLAUSES. SubCategory: conditional,C2,正式语境条件从句：whether or not 的用法,"Whether or not the visitors should imitate local customs and behaviour is definitely a debatable issue.、Whether or not it is better to educate boys and girls in separate schools has been a widely discussed issue in recent years.、Whether or not richer countries should help these poor nations is a very controversial issue, there are people on both sides of the argument who have very strong feelings.、However, it depends only on the children whether or not they'll go to a university and there are many factors to be considered before deciding on going.",whether or not、depend on whether、debate whether,,,"whether or not,条件从句,正式语境,全面条件,debate whether or not",
GG-C2-102,"Guideword: USE: DISTANCING. CanDo: Can use adverbs mid clause, to distance the writer from what they are saying.",SuperCategory: ADVERBS. SubCategory: adverbs and adverb phrases: types and meanings,C2,副词中置：表达距离感的写作技巧,"He came out from school at the age of 16, and joined the ""Universidad xxx"" - the best one in Chile, supposedly - to study Economics、The author of the letter apparently has no experience of being a parent in our times.、He was quite nice to me, surprisingly and he told him that he would do his best but that the music was not too loud.",supposedly、apparently、surprisingly、reportedly,,,"副词中置,距离感,不确定性,客观写作,正式语境",
GG-C2-103,"Guideword: FORM/USE: MID POSITION, DISTANCING. CanDo: Can use adverbs in mid position, to distance the writer from what they are saying.",SuperCategory: ADVERBS. SubCategory: position,C2,副词中位用法：表达距离感的写作技巧,"In all actuality Piggy himself theoretically has all the necessary character traits and skills at his disposal that would ensure he would be an effective leader.、For the houses opposite the cargo area we strongly support the idea of a ""green"" wall, as it was mentioned in the report of the town council but surprisingly seems to have been forgotten afterwards.",theoretically、surprisingly、strongly、apparently,,,"副词中位,距离感,客观表达,正式写作,助动词位置",
GG-C2-104,"Guideword: FORM/USE: FRONT POSITION, INVERSION, WITH 'HARDLY'. CanDo: Can use 'hardly' in front position followed by an inverted subject and verb, to give focus.",SuperCategory: ADVERBS. SubCategory: position,C2,副词hardly前置倒装结构：强调“刚……就……”,"Hardly had he reached his front door when he heard the phone ringing.、Hardly had she finished her complaints when Bob stood up, paid and left.、Hardly had they arrived when they saw a sleek, black car leaving the house's yard.",hardly、hardly when、hardly had,,,"hardly,倒装,when,过去完成时,强调结构",
GG-C2-105,"Guideword: FORM: PRE- AND POST-MODIFIED ADVERBS. CanDo: Can form adverb phrases with modifiers before, and complements after, adverbs.",SuperCategory: ADVERBS. SubCategory: adverb phrases - form,C2,副词短语的修饰结构：前置修饰语与后置补足语,"Many politicians and owners of big enterprises have been able for a long time to work almost exclusively for their own interests.、It was so completely in harmony with the sun, the sea, the sand, the summer, I decided instantly that was the kind of thing I would like to keep and collect.",so completely、almost exclusively、in harmony with、for a long time,,,"副词短语,前置修饰语,后置补足语,程度副词,介词短语",
GG-C2-106,"Guideword: USE: FOCUS. CanDo: Can use a list of adjectives in ellipted clauses before and after a noun, to give focus. ► focus",SuperCategory: ADJECTIVES. SubCategory: combining,C2,形容词列表在省略从句中的聚焦用法：名词前后的省略结构,"Imaginative, good-humoured, friendly, he was respected and liked by his peer-students.、The latter – fat, ugly and sick – blows his top when Ralph tells the others about the fat boy's nice name, as he wanted to keep it secret.","imaginative, good-humoured, friendly、fat, ugly and sick、ellipted clauses、focus structure",,,"形容词列表,省略从句,焦点强调,前置修饰,后置补充",
GG-C2-107,"Guideword: FORM: COMBINING MULTIPLE ADJECTIVES. CanDo: Can combine more complex, lengthy strings of adjectives, joining the last two adjectives with 'and'.",SuperCategory: ADJECTIVES. SubCategory: combining,C2,复杂形容词串组合：用'and'连接最后两个形容词,"A timid, shy, self-conscious, over-sensitive and vulnerable person can yearn to make friends with someone who is very self-assured, confident, decisive, even bossy.、In the increasingly materialistic, greedy and shallow society we live in today, it would almost seem that there are no disadvantages to being rich.","timid, shy, self-conscious, over-sensitive and vulnerable、materialistic, greedy and shallow、self-assured, confident, decisive, even bossy",,,"形容词串,连接词,复杂描述,高级写作,逗号分隔",
GG-C2-108,Guideword: FORM/USE: WITH 'NO' OR 'NOT ANY'. CanDo: Can use 'no' / 'not any' with comparative adjectives to limit the scale of comparison. ► comparative clauses,SuperCategory: ADJECTIVES. SubCategory: comparatives,C2,比较级与否定词搭配：'no'/'not any' + 比较级形容词,That is why we are not any happier than you were.、I will probably find the water to be no higher than my thighs.,no、not any、than,,,"比较级,否定词,no,not any,than结构",
GG-C2-109,Guideword: FORM/USE: WITH 'NOT THAT MUCH'. CanDo: Can use 'not that much' to modify comparative adjectives to a small degree. ► comparative clauses,SuperCategory: ADJECTIVES. SubCategory: comparatives,C2,比较级修饰语：not that much 的用法,"Although she is not that much older than I am, one could think there were quite a few years between us.",not that much、older、taller、faster,,,"not that much,比较级,修饰语,程度限制,比较从句",
