egp_id,content,category,level,chinese_human_name,examples,trigger_lemmas,chinese_doc,core_rules,keywords,common_errors
GG-B1-079,Guideword: FORM: QUESTIONS. CanDo: Can use the question form.,SuperCategory: PAST. SubCategory: past continuous,B1,过去进行时疑问句：was/were + 主语 + doing,"Was my mother going to die?、I couldnt see anybody, then there he was, my hero, my favorite singer Bob Dylan saying my name, but was he calling me?、What were you doing? (Uzbekhistan (Republic of); B1 THRESHOLD; 2009; Russian; Pass)、[talking about a dream] Everything was strange. Why was I following a green fox?",was、were、doing、thinking、waiting,,,"过去进行时,疑问句,was/were,动词-ing,时间状语",
GG-B1-080,Guideword: FORM: WITH ADVERBS. CanDo: Can use the past continuous with an increasing range of adverbs in the normal mid position.,SuperCategory: PAST. SubCategory: past continuous,B1,过去进行时与副词搭配：中位副词的使用,He was still waiting at the traffic light.、He was actually acting like a ghost.,still waiting、actually acting、always studying、really trying,,,"过去进行时,副词,中位位置,was/were,现在分词",
GG-B1-081,"Guideword: USE: REASON. CanDo: Can use the past continuous to give a reason for something, often with 'because'.",SuperCategory: PAST. SubCategory: past continuous,B1,过去进行时：用because表达原因,"Because she was sitting in the corner, she could see the whole view of the café in front of her.、Yesterday a TV company came to my school because they were doing a science quiz.",because、was sitting、were doing,,,"过去进行时,because,原因解释,持续动作,背景信息",
GG-B1-082,Guideword: FORM: NEGATIVE. CanDo: Can use the negative form.,SuperCategory: PAST. SubCategory: past continuous,B1,过去进行时否定形式：was/were not + 现在分词,"He was not planning to become a professional player.、She was not feeling very well.、I tried to phone her house, but her phone wasn't working.、I'm writing you this letter to tell you that we felt so bad when we heard you weren't working at the school any more.",was not、were not、wasn't、weren't,,,"过去进行时,否定形式,was not,were not,现在分词",
GG-B1-083,"Guideword: USE: REPEATED EVENTS. CanDo: Can use the past continuous to talk about ongoing repeated events in the past, often with 'always'.",SuperCategory: PAST. SubCategory: past continuous,B1,过去进行时：表示过去重复发生的持续性事件,"Worst of all, in September it was always raining.、He was always talking about this prize but I never thought he would win it.",always、constantly、forever、all the time,,,"过去进行时,重复事件,频率副词,情感表达,was/were + 动词-ing",
GG-B1-084,Guideword: USE: BACKGROUND EVENTS. CanDo: Can use the past perfect continuous talk about a background action or event which began before a point in the past and was still continuing up to a point in the past when the main event happened.,SuperCategory: PAST. SubCategory: past perfect continuous,B1,过去完成进行时：描述过去背景事件,"I had been waiting for this letter for months, so I opened it immediately.、Once I had been watching TV for 6 hours when my Mum suddenly switched it off.",had been waiting、had been watching、for months、for hours,,,"过去完成进行时,背景事件,持续性动作,时间状语,had been doing",
GG-B1-085,Guideword: FORM: AFFIRMATIVE. CanDo: Can use the affirmative form.,SuperCategory: PAST. SubCategory: past perfect continuous,B1,过去完成进行时：肯定形式,"I had been working on the project for over a year.、We had been waiting for hours.、I didn't need so much, because I'd been saving money for a few months.",had been、for hours、since morning、all day,,,"过去完成进行时,肯定形式,had been,动词-ing,持续时间",
GG-B1-086,"Guideword: USE: CONTINUING EVENTS IN THE PAST. CanDo: Can use the past perfect continuous to talk about an action or event which began before a point in the past and was still continuing up to that point, often with 'for' or 'since', to give background information.",SuperCategory: PAST. SubCategory: past perfect continuous,B1,过去完成进行时：描述过去某点前持续进行的动作,"I know it very well because we had been exchanging letters for a long time.、She had been going there since she was ten years old.、He began to think about his own thoughts while he was smoking a cigarette (he had been smoking since he was a child, since he was 12), when suddenly the curtain moved.",for、since、all day、up to that point,,,"过去完成进行时,持续动作,背景信息,for,since",
GG-B1-087,Guideword: FORM: NEGATIVE. CanDo: Can use negative forms.,SuperCategory: PAST. SubCategory: past perfect simple,B1,过去完成时否定形式：had not + 过去分词,The ABC Company called this morning to say that our company had not delivered the goods on time.、I hadn't heard from her for two months.,had not、hadn't、by the time、before,,,"过去完成时,否定形式,had not,hadn't,过去分词",
GG-B1-088,Guideword: FORM: AFFIRMATIVE. CanDo: Can use the affirmative form.,SuperCategory: PAST. SubCategory: past perfect simple,B1,过去完成时肯定式：had + 过去分词,I felt really sorry for you after I had read your last letter.、[…] I'd forgotten that I have an appointment with the doctor […],had、already、before、by the time,,,"过去完成时,had,过去分词,时间顺序,肯定式",
GG-B1-089,"Guideword: FORM: WITH ADVERBS. CanDo: Can use the past perfect simple with a limited range of adverbs (including 'never', 'ever', 'just', 'always', 'already') in the normal mid-position. ► adverbs",SuperCategory: PAST. SubCategory: past perfect simple,B1,过去完成时与副词搭配：never/ever/just/always/already,"It was the most beautiful one I had ever seen.、So, she came to America to see a relation she had never seen before, and she spent the money with me.、I had just arrived from school when I saw the letter.、I had always wanted to visit European cities and Paris was one of the easiest cities to get to from England.",had never seen、had ever seen、had just arrived、had always wanted,,,"过去完成时,副词,mid-position,时间顺序,had never seen",
GG-B1-090,"Guideword: FORM/USE: AFTER 'IF' CLAUSES. CanDo: Can use the past perfect simple in 'if'-clauses to talk about imagined situations in the past, often with regret. ► 'if'-clauses",SuperCategory: PAST. SubCategory: past perfect simple,B1,过去完成时在if条件句中的用法：表达对过去的假设与遗憾,"If the weather had been better, we would have enjoyed it more.、If you had gone there with me, you would have been happy.、So I decided to go back and look for them in the park: believe it or not I would have spent all night in the park, if it hadn't been closed since six o'clock!",if、had、would have、could have,,,"过去完成时,if条件句,假设语气,遗憾表达,would have",
GG-B1-091,Guideword: USE: TIME UP TO THEN. CanDo: Can use the past perfect simple to talk about a time before another time in the past.,SuperCategory: PAST. SubCategory: past perfect simple,B1,过去完成时：表示过去某时间之前已完成的动作,He then thought how stupid he had been.、Actually I'd arranged an appointment with my doctor before calling you.,before、after、by the time、already,,,"过去完成时,had + 过去分词,时间先后,before,after",
GG-B1-092,Guideword: FORM: AFFIRMATIVE. CanDo: Can use the affirmative form with a wide range of verbs.,SuperCategory: PAST. SubCategory: past simple,B1,一般过去时肯定式：动词过去式的构成与使用,"I convinced some of my friends to come with me even if they don't like rap music.、Previously I faced many failures but I never gave up.、The cameraman filmed us during a lesson and later, walking to the playground.",convinced、faced、filmed、gave up,,,"一般过去时,肯定式,动词过去式,规则变化,不规则动词,时间状语",
GG-B1-093,Guideword: FORM: NEGATIVE. CanDo: Can use the negative form with an increasing range of verbs.,SuperCategory: PAST. SubCategory: past simple,B1,一般过去时否定形式：didn't + 动词原形,I didn't realise I had lost the ring till I was at home.、I didn't trust him.、[talking about a spare television] … we had one in the garage that we did not use.,didn't know、didn't have、didn't want、didn't see,,,"一般过去时,否定形式,did not,didn't,动词原形",
GG-B1-094,Guideword: USE: HABITUAL STATES OR ACTIONS. CanDo: Can use the past simple to talk about habitual states or actions.,SuperCategory: PAST. SubCategory: past simple,B1,一般过去时：描述过去的习惯性状态或行为,… he always seemed so confident to me!、… we always talked during the class.,always、often、usually、sometimes,,,"一般过去时,习惯性行为,频率副词,动词过去式,时间状语",
GG-B1-095,"Guideword: USE: ORDERING OF PAST EVENTS. CanDo: Can use the past simple to order sequences of events in the past, in the context of narratives.",SuperCategory: PAST. SubCategory: past simple,B1,一般过去时：按时间顺序叙述过去事件,"I remember her as a shy girl, but I read she became a manager, she went on lots of trips, she met a lot of new friends, she got married and then she got divorced.、We met at 9 in the morning and decided to go to the seven lakes, a very wonderful place not far from the centre of the town: lots of trees, lots of flowers and very fresh air.、We waited for the suitcase for two days and then we bought new dresses.",then、after that、later、finally,,,"一般过去时,时间顺序,叙事,动词过去式,时间连接词",
GG-B1-096,Guideword: USE: REGRET. CanDo: Can use the past simple with 'wish (that)' to express regret that things are not different.,SuperCategory: PAST. SubCategory: past simple,B1,过去简单时与wish连用：表达对现状的遗憾,"I wish that you were here, cycling with us.、I wish you were here with me. I wish we were together.、I wish weekends lasted five days.",wish、wish that、i wish,,,"wish,过去简单时,遗憾,虚拟语气,were",
GG-B1-097,Guideword: USE: IMAGINED SITUATIONS AFTER 'IF'. CanDo: Can use the past simple after 'if' to talk about the possible result of an imagined situation in the present or future.,SuperCategory: PAST. SubCategory: past simple,B1,条件句中的过去简单时：if引导的假设情境,"It would be better if you spent some time in the fresh air with your friends or walking in a park.、If you wanted to do some outdoor activities, we could go fishing or even walking through the green fields.",if、would、could、might,,,"过去简单时,非真实条件句,if引导,would/could/might,假设情境",
GG-B1-098,"Guideword: FORM: QUESTIONS. CanDo: Can use 'yes/no', 'wh-', tag and negative question forms with a limited range of verbs.",SuperCategory: PAST. SubCategory: past simple,B1,过去时一般疑问句：四种疑问形式（一般疑问句、特殊疑问句、反意疑问句、否定疑问句）,"Did you receive my present?、How did you spend your weekend? (Uzbekhistan (Republic of); B1 THRESHOLD; 2009; Russian; Pass)、Why didn't he call me?、We arranged to meet each other next Tuesday at 11 o'clock, didn't we?、Didn't you spend your last holiday with them as well?",did you、how did、didn't you,,,"过去时,一般疑问句,特殊疑问句,反意疑问句,否定疑问句",
GG-B1-099,Guideword: FORM: QUESTIONS. CanDo: Can use the question form with a limited range of verbs.,SuperCategory: PAST. SubCategory: present perfect continuous,B1,现在完成进行时疑问句：Have you been doing?,Have you been thinking about it a lot?!、What have you been doing?、[talking about musical instruments] … how long have you been playing them?,have been、has been、how long、what have,,,"现在完成进行时,疑问句,持续性动作,have been doing,how long",
GG-B1-100,Guideword: USE: REPEATED CONTINUING EVENTS. CanDo: Can use the present perfect continuous to talk about repeated activities which began in the past and are still continuing.,SuperCategory: PAST. SubCategory: present perfect continuous,B1,现在完成进行时：谈论从过去开始并持续至今的重复活动,"I've been watching TV a lot, specially the sports programmes.、I have been playing my new game.、Last week I went out with my cousin Jim and his wife; he told me he had joined a sport club and he has been going there for two weeks;",have been、has been、for weeks、recently,,,"现在完成进行时,重复活动,持续性,动词-ing,时间状语",
GG-B1-101,Guideword: FORM: AFFIRMATIVE. CanDo: Can use the affirmative form.,SuperCategory: PAST. SubCategory: present perfect continuous,B1,现在完成进行时肯定形式：have/has been doing,"I have been thinking about your letter.、We've been studying together since grade one.、The letter was from my brother, who has been living in New York since he graduated from university.",have been、has been、for、since,,,"现在完成进行时,肯定形式,have been doing,持续性动作,for/since",
GG-B1-102,"Guideword: USE: SINGLE CONTINUING EVENT. CanDo: Can use the present perfect continuous to talk about a single activity or state that began in the past and is still continuing, often with 'for' or 'since'.",SuperCategory: PAST. SubCategory: present perfect continuous,B1,现在完成进行时：描述从过去持续到现在的单一活动,I've been studying International business there for four years.、I've been living here since last April and it seemed no problem during spring and summer.、Susan has been working in our company for 6 years as a Sales Representative.,for、since、have been、has been,,,"现在完成进行时,持续活动,for,since,动词-ing",
GG-B1-103,"Guideword: FORM/USE: WITH 'ALREADY'. CanDo: Can use the present perfect simple with 'already' to emphasise that something is done, often before the expected time.  ► adverbs",SuperCategory: PAST. SubCategory: present perfect simple,B1,现在完成时与already连用：强调已完成动作,"I've already planned the party, bought his present, and most important of all, I 've already told everyone.、I have already bought a new arm-chair, yellow and comfortable.、In Spain lots of universities have already accepted this plan..、So we decided to go to Farhang cinema tonight and we have already bought the tickets.、She has already won three gold medals at international tournaments.",already、have already、has already,,,"现在完成时,already,过去分词,强调已完成,副词位置",
GG-B1-104,Guideword: FORM: AFFIRMATIVE. CanDo: Can use the affirmative forms with a range of pronouns and nouns and an increasing range of verbs.,SuperCategory: PAST. SubCategory: present perfect simple,B1,现在完成时肯定式：基本结构与用法,"I've left some clothes at the dry cleaner's 100 yards from my home, in Park Street.、It's been an amazing week for me.、She is from California, but she has just moved to Italy.、Our company has signed deals with a few German companies.",have left、has been、has moved、has signed,,,"现在完成时,肯定式,过去分词,have/has,时间状语",
GG-B1-105,Guideword: FORM: NEGATIVE. CanDo: Can use the negative forms with a range of pronouns and an increasing range of verbs.,SuperCategory: PAST. SubCategory: present perfect simple,B1,现在完成时否定形式：hasn't/haven't + 过去分词,"He hasn't spoken to anyone from that time till now.、She is a quiet person so she has not made a lot of friends.、We haven't decided where to go yet, but probably it will be to somewhere like Australia or New Zealand.",hasn't、haven't、not yet、so far,,,"现在完成时,否定形式,hasn't,haven't,过去分词,未完成动作,时间状语",
GG-B1-106,Guideword: FORM/USE: DURATION WITH 'SINCE'. CanDo: Can use the present perfect simple with 'since' to talk about duration.,SuperCategory: PAST. SubCategory: present perfect simple,B1,现在完成时与'since'连用：表示持续时间的用法,I have been here since August 2006.、It's been a long time since we went out together so I think we will have a great time at the park playing sports and chatting!、Many things have changed since your last visit.、Such a long time has passed since the last time we met.,since、it's been、has passed,,,"现在完成时,since,持续时间,过去分词,时间点",
GG-B1-107,Guideword: FORM: NEGATIVE QUESTIONS. CanDo: Can use the negative question form.,SuperCategory: PAST. SubCategory: present perfect simple,B1,现在完成时否定疑问句：Haven't you...? 结构,Haven't you seen it yet?、Haven't your parents given you their advice?,haven't you、hasn't he、hasn't she、yet,,,"现在完成时,否定疑问句,Haven't you,过去分词,yet",
GG-B1-108,"Guideword: USE: RECENT PAST. CanDo: Can use the present perfect simple to refer to a finished event or state in the recent past, that has a present relevance, often with 'just'.  ► adverbs",SuperCategory: PAST. SubCategory: present perfect simple,B1,现在完成时：表示最近发生的、与现在相关的事件,My mother has broken her right leg.、I've just received your mail.、I've found a job for you.,just、already、yet,,,"现在完成时,最近过去,just,过去分词,现在相关性",
GG-B1-109,Guideword: FORM: WITH ADVERBS. CanDo: Can use the present perfect simple with an increasing range of adverbs in the normal mid position.,SuperCategory: PAST. SubCategory: present perfect simple,B1,现在完成时与副词搭配：中位副词的正确使用,"This is a famous seafood restaurant, you know, I've always loved seafood.、Have you ever been to Gorgeousbi?",always、never、often、already、just,,,"现在完成时,副词,中位位置,频率副词,时间副词",
GG-B1-110,Guideword: USE: UNFINISHED. CanDo: Can use the present perfect simple to refer to a state or period of time which is unlimited or indefinite.,SuperCategory: PAST. SubCategory: present perfect simple,B1,现在完成时：表示未完成或无限期的状态或时间段,"In spite of bad weather forecasts on TV, it has been a sunny, warm weekend.、I've had a really nice week.、It is a great movie. It has won a lot of prizes so I think it will be good to see it at the cinema.",this week、recently、for years、since,,,"现在完成时,未完成时间段,持续状态,时间状语,过去分词",
GG-B1-111,Guideword: USE: WITH SUPERLATIVE. CanDo: Can use the present perfect simple with a superlative adjective to talk about a unique experience.  ► adjectives: superlatives,SuperCategory: PAST. SubCategory: present perfect simple,B1,现在完成时与最高级形容词搭配：描述独特经历,"This restaurant has the most delicious shrimps I have ever tasted.、That is the best game I've ever played.、I've never been there before but my friend Pepo said that it is the biggest park she has ever seen.、At the top of that, you will see the most amazing view you have ever seen.",the most、the best、i have ever、i've ever,,,"现在完成时,最高级形容词,独特经历,ever,the most",
GG-B1-112,"Guideword: FORM/USE: WITH 'BY' IN A RELATIVE CLAUSE|. CanDo: Can use the passive with 'by' in a relative clause, often to add more information.",SuperCategory: PASSIVES. SubCategory: passives: form,B1,被动语态在定语从句中的使用：带'by'的被动结构,"I also like wearing clothes which are manufactured by famous brands.、It's the highest mountain in U.A.E. Special roads were built for people to reach the top of the mountain, which was surrounded by houses.",which are、that was、by famous、surrounded by,,,"被动语态,定语从句,by短语,关系代词,过去分词",
GG-B1-113,"Guideword: FORM: PRESENT SIMPLE, AFFIRMATIVE. CanDo: Can use the present simple passive affirmative with a range of pronoun and noun subjects.",SuperCategory: PASSIVES. SubCategory: passives: form,B1,一般现在时被动语态：肯定句形式,"Our office is situated near the airport.、The walls are painted in a dark blue, and the floor is wood.",is situated、are painted、is located、is made,,,"被动语态,一般现在时,肯定句,be动词,过去分词,执行者",
GG-B1-114,"Guideword: FORM: PAST SIMPLE, AFFIRMATIVE. CanDo: Can use the past simple passive affirmative with a range of pronoun and noun subjects both singular and plural.",SuperCategory: PASSIVES. SubCategory: passives: form,B1,过去时被动语态：肯定句形式,"It was written in a strange language that I tried to translate.、Next day, I heard that my neighbour's car was stolen.、They filmed the flowers and trees, and some pupils were interviewed about their work in the garden, too.",was written、was stolen、were interviewed、was built,,,"被动语态,过去时,肯定句,was/were,过去分词",
GG-B1-115,"Guideword: FORM: PRESENT CONTINUOUS, AFFIRMATIVE. CanDo: Can use the present continuous passive affirmative with a limited range of verbs.",SuperCategory: PASSIVES. SubCategory: passives: form,B1,现在进行时被动语态肯定式：is/are being + 过去分词,"Did you know that the next Harry Potter movie is being filmed in my school?、Why don't we stay at my house and visit Tokyo, where an interesting Japanese history exhibition is being held.、As a result of that, Russia's economy is being followed by many experts.、They filmed a class where the clothes are being tested at the moment and they interviewed some people.",is being、are being、being filmed、being held、being tested,,,"被动语态,现在进行时,being,过去分词,正在进行",
GG-B1-116,"Guideword: FORM: INFINITIVE. CanDo: Can use the passive infinitive after a limited number of forms including 'going to', 'have to', 'need to', 'want to'.",SuperCategory: PASSIVES. SubCategory: passives: form,B1,被动不定式：与going to、have to、need to、want to等搭配使用,"It is going to be shown this Friday.、After that, they printed an authorisation, form which had to be signed by my parents because I'm not over eighteen.、He wants to be informed about sales development by the end of November 2001.",going to、have to、need to、want to,,,"被动不定式,going to,have to,need to,want to,过去分词,被动语态",
GG-B1-117,"Guideword: USE: PRESENT CONTINUOUS, FUTURE REFERENCE. CanDo: Can use the present continuous passive to refer to the future.",SuperCategory: PASSIVES. SubCategory: passives: form,B1,"现在进行时被动语态表示将来：is being held, are being visited",The seminar is being held at Chennai in the next week.、We are being visited by our Sales Director on Thursday morning.,is being held、are being visited、is being launched、are being completed,,,"现在进行时被动语态,将来时间状语,已安排事件,被动语态形式,正式语境",
GG-B1-118,Guideword: USE: GIVING FOCUS WITH 'BY'. CanDo: Can use the passive with 'by' to give focus.,SuperCategory: PASSIVES. SubCategory: passives: form,B1,被动语态：用by强调动作执行者,My school was chosen by the TV company because it is one of the newest in town.,by、chosen by、written by,,,"被动语态,by短语,动作执行者,过去分词,强调焦点",
GG-B1-119,"Guideword: FORM: WITH VERBS TAKING TWO OBJECTS.. CanDo: Can use the past simple passive with a limited range of verbs needing two objects, putting the indirect object in subject position.",SuperCategory: PASSIVES. SubCategory: passives: form,B1,被动语态：双宾语动词的过去简单被动式（间接宾语作主语）,"So I was given a ticket for a train, running from Berlin to Munich.、We were lucky, because we were given another chance.",give、tell、offer、show,,,"被动语态,双宾语动词,间接宾语,过去简单式,主语位置",
GG-B1-120,"Guideword: FORM: PRESENT SIMPLE, NEGATIVE. CanDo: Can use the present simple passive negative with a range of pronoun and noun subjects.",SuperCategory: PASSIVES. SubCategory: passives: form,B1,一般现在时被动语态否定式：is/are not + 过去分词,"The story is about a girl, who is not accepted in her class.、I think we should replace the printer, because it prints very slowly and the sheets aren't printed properly.",is not accepted、are not printed、is not followed,,,"被动语态,一般现在时,否定式,过去分词,be动词",
GG-B1-121,Guideword: FORM: 'GET' + '-ED'. CanDo: Can form the 'get'-passive with a range of forms of 'get' + past participles.,SuperCategory: PASSIVES. SubCategory: get and have,B1,被动语态：'get' + 过去分词结构,"[talking about a mirror] I bought it because mine got broken, so I need it to see myself in it.、You should be careful while you are crossing or you will get hurt.、Last week my husband's car got stolen from our garage.、As we have newly recruited staff, we want our staff to get trained effectively so that they can give their best to the Company.、We got paid well and I managed to save the most money for my studies.",get broken、get hurt、get stolen、get trained、get paid,,,"被动语态,get被动,过去分词,口语表达,动作结果",
GG-B1-122,Guideword: FORM: COMPLEX NOUN PHRASES WITH ADVERBS + ADJECTIVES. CanDo: Can form complex noun phrases with adverb + adjective + noun.,SuperCategory: NOUNS. SubCategory: noun phrases,B1,复杂名词短语：副词+形容词+名词结构,It took us a very long time but it was a great fun!、They made really good friends.,very long time、really good friends、quite interesting story、extremely hot weather,,,"复杂名词短语,副词修饰形容词,程度副词,词序,描述性短语",
GG-B1-123,Guideword: FORM: NOUN + PREPOSITIONAL PHRASES. CanDo: Can form complex noun phrases by using a prepositional phrase after the main noun in a noun phrase.,SuperCategory: NOUNS. SubCategory: noun phrases,B1,名词短语扩展：名词+介词短语,"It was a beautiful red dress with blue flowers on the back.、Yesterday a TV company came to our school to make a film about Bavarian pupils.、I don't spend too much time in front of the television, I just watch it twice a week and on Sundays morning.、I received your letter and you asked me about the future of my town.、I have to travel to Montevideo to see my doctor because I'm having some problems with my health.",with、about、in front of、to,,,"名词短语,介词短语,with,about,in front of",
GG-B1-124,Guideword: FORM: COMPLEX NOUN PHRASES WITH ADJECTIVES. CanDo: Can form an increasing range of complex noun phrases with more than one adjective.,SuperCategory: NOUNS. SubCategory: noun phrases,B1,复杂名词短语：多个形容词修饰名词,"The Northeast is so beautiful and it's famous because of its white sandy beaches and the coconut trees.、Last weekend I went to São Paulo to buy some winter clothes. I bought a white hooded jacket, a blue jumper, black gloves and a beautiful blue scarf.、Inside there were three samples of a nasty purple liquid.、I know your company are offering an exciting new service in our area.、He had beautiful green eyes, short, curly, red hair and he was wearing an elegant black suit with a red tie.、You can walk along the streets and eat typical Spanish food in good restaurants.",white sandy beaches、blue jumper、elegant black suit、exciting new service,,,"形容词顺序,名词短语,修饰语,词序规则,复杂描述",
GG-B1-125,"Guideword: FORM/USE: 'SUCH (A)' + ADJECTIVE + NOUN. CanDo: Can form noun phrases with 'such a' + adjective + singular noun and 'such' + adjective + plural noun, to give emphasis.",SuperCategory: NOUNS. SubCategory: noun phrases,B1,强调性名词短语：such (a) + 形容词 + 名词,"It was so terrible because I've never been in such a terrible situation.、So it was really funny to hear from her after such a long time.、Thank you for giving me such a fantastic birthday present.、Also, we both liked to read and that was why we were such good friends.、I had never worn such high heels before.",such a、such、adjective、noun,,,"such,such a,形容词,名词短语,强调",
GG-B1-126,"Guideword: FORM/USE: NOUN PHRASES WITH SUPERLATIVES. CanDo: Can use a clause with a present perfect or past perfect as a superlative noun phrase complement, to talk about uniqueness.",SuperCategory: NOUNS. SubCategory: noun phrases,B1,最高级名词短语：用现在完成时或过去完成时从句补充说明独特性,"It has the best promenade I have seen.、The best book I've read is ""The Da Vinci code"".、It was the best decision you had ever made.、We enjoy going shopping, walking and talking hour after hour - She's the funniest person I've ever known!",the best、the most、i have ever、you had ever,,,"最高级形容词,名词短语,现在完成时,过去完成时,独特性",
GG-B1-127,Guideword: FORM/USE: POSSESSIVE '‘S' WITHOUT NOUN. CanDo: Can omit the noun after possessive '’s' to talk about a place which is familiar to the speaker and listener.,SuperCategory: NOUNS. SubCategory: noun phrases,B1,所有格's省略名词：谈论熟悉的地点,"Last week I left my clothes at the dry cleaner's and I can't collect them.、I have to go to the dentist’s.、I'll be picking you up at eight o'clock near the McDonald's, OK?、I'm going to be absent from the English class next week, because I am going to the doctor's.、It's next to your grandma's.",at the、go to the、near the、to the,,,"所有格's,省略名词,熟悉地点,地点省略,简洁表达",
GG-B1-128,"Guideword: FORM: NOUN PHRASE, NOUN PHRASE. CanDo: Can put two noun phrases together (in apposition) to refer to the same person or thing, usually separated by commas.",SuperCategory: NOUNS. SubCategory: noun phrases,B1,名词短语同位语：用逗号连接两个指代同一事物的名词短语,"Mr Miller, the Sales Director, will visit us next Thursday.、Yesterday my boyfriend and I decided to go on a cycling holiday to visit some places in the country near Eboli, the town where we live.、She has come with me and two more friends, Peter and Gorha.、I spoke with her and she looks really happy, although a little sad because her best friend, Alison, did not pass the exam.、A new employee, Mary Watts, has just joined our company.",mr miller、eboli、best friend、new employee,,,"名词短语,同位语,逗号分隔,补充信息,指代同一事物",
GG-B1-129,"Guideword: FORM/USE: 'THE THING …'. CanDo: Can use the noun phrase 'The thing' in front position, with a clause complement, to give focus to something.",SuperCategory: NOUNS. SubCategory: noun phrases,B1,名词短语'The thing'前置强调结构,"The thing I enjoyed most about it was a new computer game. (Georgia (Republic of); B1 THRESHOLD; 2007; Georgian; Pass)、The thing I prefer there is the swimming-pool, because I have met someone there.",the thing、enjoyed most、prefer,,,"名词短语,前置强调,关系从句,焦点结构,个人偏好表达",
GG-B1-130,Guideword: FORM: COMPLEX NOUN PHRASE WITH POSSESSIVE '‘S' + NOUN. CanDo: Can form complex noun phrases with noun phrase + 'of' + noun phrase + possessive determiner ''s' + noun phrase.,SuperCategory: NOUNS. SubCategory: noun phrases,B1,复杂名词短语：名词短语 + 'of' + 所有格's + 名词短语,I ran to the street and I saw the window of my neighbour's car was broken.、The subject of my boss's talk will be IT skills.、My friend Ronald had been chosen to play the role of James Bond's son!、My best friend is called Sindi and we met at my brother's birthday. She is the sister of my brother's girlfriend so he invited her as well.、The delivery date should be the day of my friend's birthday.,the window of、the subject of、the role of、the day of,,,"复杂名词短语,所有格's,of连接,所属关系,名词短语结构",
GG-B1-131,Guideword: FORM: INDEFINITE PRONOUNS. CanDo: Can form noun phrases with an indefinite pronoun + adjective or clause.,SuperCategory: NOUNS. SubCategory: noun phrases,B1,不定代词短语：不定代词+形容词/从句,We see each other every day and do something different every day.、You could bring something to drink.、But then there is nothing special to eat.,something different、nothing special、anything to eat、everything possible,,,"不定代词,形容词后置,不定式从句,something,nothing,anything",
GG-B1-132,Guideword: FORM: FRIEND + 'OF' + POSSESSIVE DETERMINER + NOUN. CanDo: Can form noun phrases with 'a friend of' or 'friends of' + possessive determiner + noun.,SuperCategory: NOUNS. SubCategory: noun phrases,B1,名词短语：'a friend of'/'friends of' + 物主限定词 + 名词,He is a friend of my husband.、I just thought they were friends of my neighbour who were going to visit him.,a friend of、friends of,,,"名词短语,物主限定词,a friend of,friends of,所属关系",
GG-B1-133,Guideword: FORM: NOUN + 'OF' + POSSESSIVE PRONOUN. CanDo: Can form noun phrases with noun + 'of' + possessive pronouns.,SuperCategory: NOUNS. SubCategory: noun phrases,B1,名词短语：名词 + 'of' + 物主代词,"… we always did everything together and couldn't stop laughing as she told me many funny stories and I told her lots of silly mistakes of mine.、A colleague of mine has told me about a Swiss hotel in London.、I was looking for something special to do for my last week off and some schoolmates of mine invited me to join the cycling holiday.、I'm a fan of his, he is my favorite singer.、I want this dream of mine to come true.",friend of、colleague of、dream of、fan of,,,"名词短语,物主代词,of,所属关系,固定搭配",
GG-B1-134,Guideword: FORM: COMMON NOUNS. CanDo: Can use an increasing range of common nouns.,SuperCategory: NOUNS. SubCategory: types,B1,普通名词的扩展使用：掌握常见名词的灵活运用,When you're swimming you exercise all of your body.、You just have to send me your design and I'll do the rest.、My heart was hurt and nobody will repair the damage.,exercise body、send design、repair damage,,,"普通名词,可数名词,不可数名词,复数形式,冠词使用",
GG-B1-135,"Guideword: FORM: COLLECTIVE NOUNS. CanDo: Can use collective nouns, usually with a singular verb, but also with a plural verb depending on whether the noun is perceived as a single group or collection of individuals.",SuperCategory: NOUNS. SubCategory: plural,B1,集体名词的单复数动词搭配：根据语境选择is/are,The staff is friendly and polite with guests and there are many sports activities.、After the spring break the whole staff have to start work at 7.15 am.、A TV company has decided to make a film in my high school because it's a normal secondary school.、The crew were very interested in what the new school looked like and they were amazed at the colours we used to paint it.、Our company is interested in your company's services.,staff、crew、team、family、company、government、committee,,,"集体名词,单数动词,复数动词,整体与个体,主谓一致",
GG-B1-136,"Guideword: FORM: WITH DETERMINERS, QUANTITY. CanDo: Can use uncountable nouns with an increasing range of quantity words and phrases including 'much', 'a bit of', 'a little bit of', 'enough', 'further', 'plenty of', 'loads of'.  ►  Determiners: quantity",SuperCategory: NOUNS. SubCategory: uncountable,B1,"不可数名词与数量限定词搭配：much, a bit of, enough, plenty of等","I'm sure that your parents are looking forward to going with you to the beach, because they work a lot of hours during the year so they can't spend much time with you.、I know you have sent me somebody to fix it but every time that it rains, at least a bit of water comes inside the house.、I hope this little bit of advice can help you!、I prefer to buy only what I need because I don't have enough money.、So I would like you to attend a meeting next week for further information.、My Finance department is very busy, I have loads of work to finish.",much、a bit of、enough、plenty of、loads of、further,,,"不可数名词,数量限定词,much,a bit of,enough,plenty of,further",
